Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1861 03 10,Bacino di Gubbio,5,43.304,12.566,06/07/20,4.79
1861 05 09 01 53,Val di Chiana,28,43.003,11.999,06/07/20,5.02
1861 12 09,Torre del Greco,3,40.786,14.367,05/06/20,3.25
1861 12 12 06 10,Colli Albani,4,41.831,12.641,5,4.16
1863 01 19 06,Cassinese,2,41.489,13.822,06/07/20,4.86
1863 01 30 11 30,Isola d'Ischia,8,40.746,13.909,4,2.87
1864 12 28 12,Gargano,3,41.835,15.567,6,4.63
1865 09 21 20 50,Alta Valtiberina,5,43.285,12.314,7,5.1
1866 02 15,Valle Umbra,1,42.82,12.777,05/06/20,4.4
1867 08 15 23 30,Isola d'Ischia,2,40.746,13.909,04/05/20,2.99
1868 06 17 01 50,Monte Amiata,3,42.87,11.538,05/06/20,4.4
1869 03 31 13,Gargano,3,41.709,15.683,05/06/20,4.4
1870 02 08,Anconetano,10,43.555,13.473,7,5.15
1871 08 01 22,Gargano,1,41.928,15.621,5,4.16
1871 08 14 02,Chietino,6,42.173,14.341,4,3.7
1872 12 12 18,Cassinese,3,41.412,13.751,4,3.7
1873 03 12 20 04,Appennino marchigiano,196,43.089,13.244,8,5.85
1873 07 12 06 06,Val Comino,61,41.686,13.778,07/08/20,5.38
1873 12 13,Mignano Monte Lungo,7,41.405,13.983,05/06/20,4.47
1874 02 03 06,Maceratese,1,43.366,13.621,05/06/20,4.4
1874 02 24 06 52,Aquilano,26,42.333,13.777,06/07/20,5.12
1874 12 06 15 50,Val Comino,43,41.655,13.827,07/08/20,5.48
1875 12 06,Gargano,97,41.689,15.677,8,5.86
1876 05 22 00 30,Spoleto,14,42.736,12.737,05/06/20,4.57
1876 10 08 19,Alvito,1,41.689,13.743,5,4.16
1876 10 26 14 18,Monti Prenestini,29,41.827,12.784,7,5.06
1877 08 16 12 24,Rocca di Papa,15,41.744,12.754,6,4.55
1877 08 24 02 45,Lazio meridionale,54,41.71,13.351,7,5.21
1877 12 23 05 03,Viterbese,19,42.288,12.116,6,4.72
1878 02 13 19 30,Cascia,8,42.718,13.013,04/05/20,4.22
1878 09 15 07 20,Valle Umbra,34,42.851,12.673,8,5.46
1879 02 23 18 30,Valnerina,15,42.766,13.043,8,5.59
1880 07 24 05 40,Isola di Ventotene,5,40.797,13.431,6,4.63
1881 03 04 12 15,Isola d'Ischia,17,40.747,13.895,9,4.14
1881 03 11 22 50,Valle Umbra,15,42.814,12.715,5,4.51
1881 09 10 07,Chietino,43,42.237,14.335,07/08/20,5.41
1882 01 13,Monti Volsini,1,42.627,11.828,6,4.63
1882 02 12,Chietino,8,42.291,14.347,7,5.26
1882 05 26 04 15,Cascia,16,42.727,12.875,5,4.45
1882 06 06 05 40,Isernino,50,41.557,14.202,7,5.2
1882 08 16,Costa ascolana,13,42.982,13.941,7,5.15
1883 03 16,Monti Prenestini,1,41.831,12.828,7,5.1
1883 04 28,Villa Santa Lucia,2,41.5,13.801,5,4.16
1883 07 28 20 25,Isola d'Ischia,27,40.744,13.885,09/10/20,4.26
1883 09 02 07 03,Colli Albani,27,41.807,12.765,05/06/20,4.67
1883 11 07 03,Monti della Laga,4,42.671,13.255,7,5.1
1884 01 10,Atri,12,42.665,13.953,05/06/20,4.63
1884 02 06 23 30,Colli Albani,4,41.72,12.671,6,4.63
1884 08 07 02 15,Colli Albani,19,41.764,12.685,5,4.38
1884 08 15,Alto Maceratese,1,42.93,13.088,5,4.16
1885 03 23 19 22,Cassinese,2,41.489,13.822,5,4.16
1885 04 10 01 44,Appennino laziale-abruzzese,44,41.82,13.104,5,4.57
1885 06 17 22 34,Monti Reatini,9,42.521,12.844,7,4.9
1885 09 17 09 35,Benevento,22,41.147,14.861,5,4.26
1885 12 26 02,Molise,28,41.545,14.586,05/06/20,4.66
1886 01 17 07 10,Albano,6,41.713,12.68,6,4.63
1886 07 28 06 29,Ceccano,7,41.589,13.373,04/05/20,3.93
1886 09 05 23 40,Alto Aniene,1,42.025,12.995,05/06/20,4.4
1887 01 27 02 45,Aquilano,30,42.343,13.433,5,4.17
1887 04 15 02 50,Marsica,2,41.995,13.482,04/05/20,3.93
1887 05 26,Jesi,19,43.525,13.17,5,4.44
1888 07 08 20 47,Teramo,7,42.556,13.665,5,4.46
1889 04 06 14 30,Sabina,6,42.293,12.692,5,4.3
1889 06 29 00 10,Cassinese,5,41.511,13.799,5,4.37
1889 07 21 12 30,Ischia di Castro,4,42.572,11.783,05/06/20,4.4
1889 08 26 05 31,Castel di Sangro,5,41.783,14.108,4,4.2
1889 11 28 19 10,Monti Sibillini,10,42.814,13.404,04/05/20,4.19
1889 11 29 03 49,Giulianello,3,41.672,12.856,5,4.16
1889 12 08,Gargano,122,41.83,15.688,7,5.47
1891 05 09 00 16,Val Roveto,41,41.804,13.486,5,4.42
1891 07 14 05 58,Trevi,9,42.843,12.747,5,4.16
1891 10 01 17 57,Pignataro,12,41.489,13.822,05/06/20,4.4
1891 12 08,Alta Valtiberina,24,43.391,12.147,5,4.34
1892 01 21 20 15,Valle del Salto,14,42.231,13.11,5,4.4
1892 01 22,Colli Albani,81,41.725,12.712,7,5.14
1892 06 06,Isole Tremiti,68,42.12,15.503,6,4.88
1892 11 16 02 10,Isola di Ponza,17,40.916,12.912,05/06/20,4.4
1892 11 21,Alta Valtiberina,22,43.48,12.273,05/06/20,4.25
1893 03 12 00 05 48.00,Colli Albani,11,41.722,12.69,04/05/20,3.78
1893 08 02 00 59,Valnerina,84,42.608,13.002,05/06/20,4.55
1894 03 25,Gargano,27,41.866,15.323,06/07/20,4.9
1894 10 29 03 58,Alto Aniene,13,42.018,12.911,5,4.12
1895 02 01 07 24 35.00,Monti del Partenio,40,41.011,14.56,5,4.29
1895 03 25 21 15,Cassinese,7,41.489,13.822,5,4.16
1895 05 20 15 32 57.00,Valle Umbra,27,42.655,12.637,05/06/20,4.49
1895 06 30 03 48 50.00,Poggio Picenze,10,42.32,13.541,04/05/20,3.93
1895 08 09 17 38 20.00,Adriatico centrale,103,42.54,15.015,6,5.11
1895 08 25 00 17 10.00,Sellano,13,42.811,12.84,5,4.25
1895 10 25 12 10,Fermo,12,43.268,13.676,5,4.16
1895 11 01,Campagna romana,94,41.766,12.432,06/07/20,4.83
1896 01 06 15 59,Narni,13,42.556,12.593,5,4.08
1897 01 19 19 20,Poggiodomo,19,42.725,12.936,6,4.68
1897 03 01 08 40,Valfabbrica,1,43.158,12.602,06/07/20,4.86
1897 03 29 00 05,Venafro,9,41.498,14.053,5,4.16
1897 04 27 02 17 50.00,Maiella,27,42.23,13.964,5,4.21
1897 06 17 11 15,Veroli,7,41.692,13.419,5,4.16
1897 06 24 19 04,Apecchio,27,43.554,12.555,5,4.34
1897 09 12 00 55,Valle Umbra,12,43.003,12.643,5,4.19
1897 09 21,Marche settentrionali,44,43.706,12.966,7,5.4
1897 10 28 10 40,Fermano,25,43.018,13.496,04/05/20,4.16
1897 11 15 23 52,Val d'Orcia,26,43.085,11.597,5,4.1
1897 12 18 07 24 20.00,Alta Valtiberina,132,43.498,12.382,7,5.09
1898 04 23 18 22 08.00,Alta Valnerina,14,42.888,12.927,04/05/20,3.93
1898 06 27 23 38,Reatino,186,42.414,12.903,8,5.5
1898 08 25 16 37 46.00,Valnerina,67,42.895,12.994,7,5.03
1898 09 12 14 14 10.00,Valnerina,16,42.908,12.975,8,5.48
1898 11 22 23 10,Borgo Pace,5,43.653,12.316,04/05/20,3.93
1898 11 24 23 37,Casalbore,25,41.23,14.948,5,4.21
1898 11 27 01,San Ginesio,35,43.132,13.139,05/06/20,4.39
1899 01 05 02 45,Cassinese,10,41.497,13.805,5,4.16
1899 02 07 12 35 30.00,Appennino umbro-marchigiano,49,42.996,13.106,4,4.04
1899 03 27 01 19 55.00,Tirreno centrale,18,40.969,13.321,4,3.7
1899 04 21 00 57 55.00,Narni,45,42.8,12.928,4,3.96
1899 06 22 13 20,Corridonia,30,43.206,13.495,5,4.08
1899 07 19 13 18 54.00,Colli Albani,122,41.798,12.686,7,5.1
1899 08 16 00 05,Subappennino dauno,32,41.143,15.337,6,4.57
1900 01 29 04 22,Alanno,13,42.279,13.972,5,4.08
1900 05 19 16 55,Arrone,13,42.583,12.768,6,4.22
1900 08 10 04 28 13.00,Teramano,15,42.781,13.733,5,4.28
1900 08 11 19,Giano dell'Umbria,1,42.833,12.578,5,4.16
1900 12 23 22 30,Gargano,20,41.815,15.727,5,4.37
1900 12 29 00 07 57.00,Val Roveto,13,41.744,13.575,04/05/20,4.06
1901 01 19 05 15,Orvieto,6,42.719,12.113,5,4.16
1901 04 24 14 20,Sabina,44,42.1,12.736,8,5.25
1901 06 19 12,Sipicciano,1,42.546,12.232,05/06/20,4.4
1901 07 31 10 38 30.00,Sorano,76,41.719,13.75,7,5.16
1901 08 04 06 52,Valle Umbra,3,42.736,12.737,5,4.16
1901 09 25 23 40,Costa pesarese,9,43.877,12.879,5,4.23
1901 10 15 13 55 53.00,Alanno,10,42.257,13.964,5,4.22
1902 03 11 15 20 46.00,Colli Albani,5,41.808,12.681,04/05/20,3.93
1902 06 14 14 30 45.00,Giano dell'Umbria,3,42.833,12.578,5,4.16
1902 07 20 22 37,Mignano Monte Lungo,16,41.371,13.995,04/05/20,3.83
1902 09 21 20 12 06.00,Ciociaria,23,41.703,13.353,04/05/20,4.02
1902 10 23 08 51,Reatino,77,42.357,12.839,6,4.74
1902 12 16 12 28,Cervinara,1,41.021,14.617,5,4.16
1902 12 17 05 21,Monte Amiata,30,42.839,11.602,06/07/20,4.83
1903 05 04 03 44,Valle Caudina,78,41.034,14.557,7,4.69
1903 05 26 21 07,Reatino,2,42.402,12.86,04/05/20,3.93
1903 06 21 13 29,Lazio settentrionale,8,42.635,12.041,05/06/20,4.4
1903 11 02 21 52,Valnerina,33,42.794,13.074,6,4.81
1903 12 07 05 58,Beneventano,9,41.04,14.527,04/05/20,4.14
1903 12 07 19 45,Beneventano,4,41.124,14.854,04/05/20,3.93
1904 02 24 15 53 26.00,Marsica,56,42.097,13.316,08/09/20,5.68
1904 02 25 00 29 13.00,Marsica,34,42.076,13.319,05/06/20,4.56
1904 03 03 18 55 44.00,Marsica,6,42.032,13.426,04/05/20,4.32
1904 03 10 04 21 36.00,Marsica,4,42.092,13.363,5,4.16
1904 03 20 05 50 04.00,Marsica,2,42.078,13.352,04/05/20,3.93
1904 03 20 07 50,Marsica,1,42.064,13.342,05/06/20,4.4
1904 03 29 08 30,Marsica,1,42.092,13.363,05/06/20,4.4
1904 04 08 08 22,Gargano,27,41.706,15.728,6,4.75
1904 06 09 01 14,Mignano Monte Lungo,24,41.47,13.996,05/06/20,4.51
1904 06 20 01 24,Assisi,24,43.013,12.66,5,4.1
1904 07 18 20 02,Beneventano,24,41.204,14.847,5,4.5
1904 09 02 11 21,Maceratese,59,43.035,13.301,05/06/20,4.63
1904 09 07 11 30,Valle dell'Ombrone,27,42.979,11.383,5,4.31
1904 09 24 09 30,Valle Umbra,15,42.943,12.703,5,4.24
1904 11 02 15 32 05.00,Marsica,44,41.932,13.918,05/06/20,4.54
1905 02 12 08 28,Monte Amiata,61,42.862,11.558,6,4.55
1905 03 14 19 16,Avellinese,94,40.951,14.807,06/07/20,4.9
1905 08 18 04 07,Tavoliere delle Puglie,41,41.649,15.379,5,4.61
1905 08 25 20 41,Valle Peligna,29,42.019,14.026,6,5.15
1905 11 26,Irpinia,122,41.134,15.028,07/08/20,5.18
1905 11 30 22,Caldarola,9,43.158,13.22,4,3.7
1905 12 09 21 41,Valle Umbra,42,42.843,12.701,5,4.24
1906 01 29 15 05,Valle del Tronto,50,42.607,13.423,5,4.28
1906 02 05 16 34,Valnerina,55,42.722,12.86,5,4.41
1906 02 21 20 49,Colli Albani,42,41.752,12.684,5,4.08
1906 07 01 00 50,Reatino,41,42.384,13.141,5,4.29
1907 01 23 00 25,Adriatico centrale,93,43.048,14.097,5,4.75
1907 03 03 10 48,Isola di Ponza,3,40.892,12.965,05/06/20,4.4
1907 03 20 13 28,Molise,24,41.579,14.528,6,4.38
1907 07 10 03,Pescocostanzo,1,41.889,14.065,04/05/20,3.93
1907 10 07 14 22,Sorano,15,41.685,13.655,5,4.2
1907 12 18 19 21,Monti Picentini,35,40.845,14.892,05/06/20,4.52
1907 12 22 05 59,Rivisondoli,2,41.88,14.066,5,4.16
1908 01 08 21 41,Isole Tremiti,3,42.12,15.503,5,4.16
1908 01 16 10 27,Aquilano,11,42.338,13.368,04/05/20,4.12
1908 03 17 03 59,Marche meridionali,54,43.129,13.339,05/06/20,4.61
1908 06 05 02 58,Pescocostanzo,7,41.889,14.065,04/05/20,3.93
1908 08 21 07 24,Cassinese,,41.5,13.8,05/06/20,4.4
1908 09 16 20 15,Gargano,14,41.752,15.715,03/04/20,3.72
1908 10 06 22,Sorano,8,41.659,13.752,6,4.57
1908 11 07 15 23,Val di Chiana,17,43.273,11.682,5,4.25
1908 11 16 16 28,Fermo,6,43.156,13.597,4,3.7
1909 01 11 01 15,Terelle,1,41.584,13.772,5,4.16
1909 02 06 08 05,Ternano,12,42.562,12.647,5,4.16
1909 03 16 15 53,Gran Sasso,19,42.442,13.393,04/05/20,4.03
1909 07 29 03,Terelle,1,41.584,13.772,5,4.16
1909 08 25 00 22,Crete Senesi,259,43.15,11.403,07/08/20,5.34
1909 08 31 13 41,Roma,44,41.937,12.412,5,4.15
1909 09 20 05 04,Ischia di Castro,1,42.543,11.756,6,4.63
1909 10 01 01 08,Spoleto,8,42.736,12.737,05/06/20,4.4
1910 02 22 15 35,Magliano de' Marsi,13,42.092,13.363,5,4.16
1910 03 06 22 22,Monti Reatini,15,42.63,13.105,04/05/20,3.93
1910 06 29 13 52,Valnerina,58,42.742,12.929,7,4.93
1910 12 22 12 34,Monti della Laga,19,42.708,13.281,5,4.3
1910 12 22 17 18,Monti della Laga,3,42.68,13.184,04/05/20,3.93
1910 12 26 16 30,Monti della Laga,50,42.68,13.184,05/06/20,4.56
1910 12 29 05 47,Cassinese,6,41.489,13.822,4,3.7
1911 01 18 06 52,Lugnano in Teverina,19,42.582,12.314,6,4.42
1911 04 10 09 43,Colli Albani,79,41.779,12.648,6,4.74
1911 05 28 13 52,Aquilano,9,42.376,13.405,5,4.16
1911 09 09 11 32,Aquilano,13,42.31,13.57,5,4.36
1912 05 11 05 14,Cagliese,11,43.58,12.609,04/05/20,3.96
1912 07 07 04 45,Sorano,19,41.688,13.636,5,4.18
1913 01 03 13 39 25.00,Marsica,44,41.868,13.657,05/06/20,4.53
1913 08 09 01 45,Pietralunga,12,43.442,12.436,04/05/20,3.93
1913 10 04 18 26,Molise,205,41.513,14.716,07/08/20,5.35
1914 04 14 02 49,Marsica,22,42.022,13.578,5,4.26
1914 06 12 06 42,Cassinese,13,41.477,13.879,06/07/20,4.66
1914 07 31 21 05,Gualdo Tadino,4,43.177,12.738,5,4.47
1914 12 01 10 42 28.00,Cassinese,2,41.491,13.814,04/05/20,3.93
1914 12 19 03 50 42.00,Isernino,14,41.587,14.26,05/06/20,4.33
1915 01 13 06 52 43.00,Marsica,1041,42.014,13.53,11,7.08
1915 01 13 16 44,Marsica,2,41.983,13.6,,4.79
1915 01 13 20 19,Marsica,4,41.983,13.6,,4.74
1915 01 14 01 50,Marsica,9,41.983,13.6,,4.64
1915 01 14 07 17,Marsica,12,41.855,13.018,05/06/20,4.88
1915 01 14 16 55 22.00,Marsica,5,41.765,13.024,4,4.6
1915 01 18 20 08,Marsica,2,41.983,13.6,,4.98
1915 01 18 23 31,Marsica,2,41.983,13.6,,5.02
1915 01 21 12 29 28.00,Marsica,4,41.926,13.231,4,4.83
1915 02 27 23 23 05.00,Marsica,9,41.68,13.543,6,4.77
1915 03 15 11 23,Alta Valle del Chienti,24,43.012,12.893,7,4.97
1915 03 26 23 37,Perugino,40,43.078,12.463,6,4.55
1915 04 05 06 18 58.00,Valle dell'Aniene,21,42.05,12.906,6,4.8
1915 06 20 14 21 52.00,Marsica,2,41.708,13.596,5,4.16
1915 07 06 11 20,Monti Tiburtini,4,41.995,12.938,04/05/20,3.93
1915 07 08 23 41 18.00,Marsica,1,,,,
1915 09 16 02 58 48.00,Valnerina,2,42.718,13.013,04/05/20,3.93
1915 09 23 18 07,Marsica,18,42.415,13.076,6,5.07
1915 11 11 03 41,Ternano,16,42.53,12.655,6,4.53
1915 12 04 01 02,Marsica,27,41.754,13.548,05/06/20,4.47
1916 01 26 12 22,Sorano,34,41.638,13.61,6,4.72
1916 04 22 04 33,Aquilano,9,42.292,13.397,06/07/20,5.09
1916 06 04 00 46,San Pietro Infine,11,41.446,13.968,6,4.24
1916 07 04 05 06,Monti Sibillini,18,42.824,13.227,06/07/20,4.82
1916 08 16 06 48,Riminese,,43.8,12.8,6,4.6
1916 08 16 08 33,Riminese,,43.8,12.8,5,4.69
1916 09 07 15 13,Massa Martana,1,42.775,12.525,05/06/20,4.4
1916 11 16 06 35,Alto Reatino,40,42.646,13.169,8,5.5
1917 01 03 01 35,Marsica,57,,,,
1917 03 21 00 30,Monti Sibillini,21,42.793,13.314,5,4.44
1917 04 26 09 35 59.00,Alta Valtiberina,134,43.467,12.129,09/10/20,5.99
1917 05 12 15 34 36.00,Ternano,34,42.59,12.641,07/08/20,5.03
1917 06 16 20 36,Sorano,14,41.692,13.685,05/06/20,4.39
1917 07 08 02,Appennino laziale-abruzzese,44,42.082,13.087,05/06/20,4.68
1917 07 19 00 55,Valle Umbra,3,42.955,12.704,4,3.7
1917 10 14 17 05,Montefiascone,17,42.537,12.03,05/06/20,4.2
1917 11 05 22 47,Costa anconetana,26,43.578,13.628,6,5.22
1917 12 02 12 13,Cassinese,6,41.489,13.822,04/05/20,3.93
1918 03 22 04 43 20.00,Alta Valtiberina,7,43.335,12.254,4,4.13
1918 04 14 01 56,Monti Martani,21,42.855,12.548,6,4.48
1919 02 13 02 20,Lago Trasimeno,18,43.112,12.287,6,4.64
1919 04 20 06 32,Marsica,11,42.065,13.668,04/05/20,4.11
1919 09 10 16 57,Val di Paglia,67,42.793,11.788,07/08/20,5.36
1919 10 21 00 24,Gargano,24,41.674,15.551,05/06/20,5.03
1919 10 22 06 10,Anzio,142,41.436,12.535,06/07/20,5.22
1919 10 25 13 51,Alta Valtiberina,30,43.571,12.132,6,5.03
1919 12 04 21,Anzio,2,41.455,12.646,5,4.16
1919 12 30 02 40,Anzio,1,41.459,12.663,05/06/20,4.4
1920 01 13 10 35 45.00,Tornimparte,3,42.29,13.301,04/05/20,3.93
1920 02 10 23 57,Monti Sibillini,18,42.837,13.439,5,4.3
1920 06 21 07 22,Val Comino,21,41.621,13.748,5,4.62
1920 11 24 04 20,Senese,15,43.366,11.538,04/05/20,4.07
1921 04 05 17 40,Appennino umbro-marchigiano,10,43.203,12.774,5,4.23
1921 08 23 22 36 05.00,Mignano Monte Lungo,2,41.405,13.983,4,3.7
1921 08 28 10 45,Monti Sibillini,12,43.12,13.253,7,4.66
1922 03 27 00 10,Monti Volsini,9,42.684,11.865,05/06/20,4.39
1922 06 08 07 47,Valle del Chienti,47,43.148,13.286,6,4.73
1922 10 11 06 43 42.00,Costa anconetana,20,43.628,13.407,5,4.34
1922 12 29 12 22 06.00,Val Roveto,119,41.793,13.632,06/07/20,5.24
1923 05 13 14 30 59.00,Valle del Salto,21,42.21,13.22,5,4.33
1923 07 12 20 49,Marche meridionali,20,43.103,13.463,5,4.28
1924 01 02 08 55 13.00,Senigallia,76,43.737,13.138,07/08/20,5.48
1924 03 26 20 50,Sannio,12,41.341,14.786,4,4.06
1924 04 09 14 49,Val di Paglia,7,42.729,11.816,05/06/20,4.47
1924 04 11 07 18 14.00,Adriatico centrale,,42.5,15.5,,
1924 05 09 05 48,Irpinia,8,40.893,14.772,4,4.71
1924 09 15 02 30,Monti Reatini,15,42.517,12.841,04/05/20,3.66
1924 11 28 09 11,Balsorano,1,41.808,13.56,05/06/20,4.4
1925 09 03 18 55,Monte Amiata,5,42.867,11.602,5,4.16
1925 09 24 13 33 46.00,Molise occidentale,50,41.719,14.188,7,5.26
1926 01 08 09 14,Monte Amiata,24,42.852,11.631,7,4.9
1926 12 18 21 07 20.00,Marsica,24,42.021,13.541,5,4.24
1927 05 25 02 50,Sannio,54,41.25,14.624,6,4.98
1927 08 16 00 53,Valnerina,17,42.899,13.074,6,4.57
1927 10 11 14 45 08.00,Marsica,81,41.841,13.466,7,5.2
1927 11 30 02 58 24.00,Bacino di Gubbio,18,43.451,12.453,5,4.29
1927 12 01 09 55 37.00,Bacino di Gubbio,13,43.417,12.417,05/06/20,4.56
1927 12 26 15 06 14.00,Colli Albani,38,41.7,12.701,7,4.89
1927 12 27 08 49,Deliceto,2,41.222,15.386,05/06/20,4.4
1928 04 21 13 56,Val d'Orcia,3,43.026,11.503,05/06/20,4.4
1928 05 30 20 01,Senigallia,17,43.865,13.228,5,5.02
1929 01 14 04 01,Monti della Meta,32,41.848,13.501,04/05/20,4.42
1929 01 22 10 06 50.00,Marche Centrali,20,43.366,13.094,05/06/20,4.4
1929 05 07 17 06,Valle Umbra,4,42.888,12.741,5,4.16
1929 12 12 13 01,Monti Volsini,6,42.683,11.845,5,4.16
1930 04 07 17 17 18.00,Monti Sibillini,28,42.812,13.196,05/06/20,4.5
1930 04 27 01 46,Salernitano,26,40.769,14.7,7,4.98
1930 04 30 23 21,Adriatico centrale,,42.5,15.5,,
1930 08 04 15 02 23.00,Marche meridionali,24,43.049,13.435,05/06/20,4.44
1930 10 07 09 18 29.00,Cascia,2,42.798,13.026,04/05/20,3.93
1930 10 30 07 13,Senigallia,268,43.689,13.385,8,5.83
1930 11 09 01 33,Monti Sibillini,17,42.872,13.346,5,4.31
1931 05 13 00 26,Alto Viterbese,10,42.565,12.153,5,4.25
1931 05 26 15 24,Cassinese,12,41.497,13.805,06/07/20,4.36
1931 06 25 05 01,Senigallia,14,43.722,13.113,04/05/20,4.02
1931 07 28 08 46 38.00,Ternano,13,42.442,12.546,6,4.38
1931 09 25 20 28 14.00,Cascia,1,42.718,13.013,6,4.63
1931 10 21 07 35,Ciociaria,23,41.722,13.427,5,4.23
1933 09 26 03 33 29.00,Maiella,325,42.079,14.093,9,5.9
1933 11 23 01 12 46.00,Maiella,,42.067,14.183,7,5.06
1935 06 06 11 05,Valle Umbra,4,42.955,12.704,5,4.16
1935 12 17 06 51,Roccamonfina,1,41.288,13.983,6,4.63
1936 04 03 18 42,Valle Caudina,10,41.041,14.585,05/06/20,4.25
1936 04 05 18 10,Valle Umbra,3,43.013,12.66,5,4.16
1936 06 15 14 45,Monti Volsini,9,42.703,11.842,04/05/20,3.84
1936 07 31 05 46,Castel di Sangro,9,41.783,14.108,6,4.21
1936 12 09 07 34,Caldarola,31,43.145,13.223,06/07/20,4.76
1937 07 17 17 11,Tavoliere delle Puglie,40,41.785,15.298,6,4.96
1937 11 26 21 58 30.00,Costa pesarese,7,43.789,13.147,5,4.16
1937 12 15 21 25,Tavoliere delle Puglie,16,41.704,15.296,04/05/20,4.58
1938 08 12 02 28 33.00,Appennino laziale-abruzzese,55,42.371,13.063,05/06/20,4.56
1940 06 19 14 10,Monte Amiata,28,42.85,11.716,6,4.64
1940 07 02 01 30,Assisi,1,43.07,12.616,5,4.16
1940 10 10 16 44,Sestino,1,43.708,12.297,05/06/20,4.4
1940 10 15 08 51,Castel di Sangro,,41.8,14.167,,
1940 10 16 13 17,Val di Paglia,106,42.885,11.867,07/08/20,5.29
1940 11 24 15 30 11.00,Monti della Meta,,41.8,13.75,,
1941 03 10 08,Sellano,1,42.888,12.927,05/06/20,4.4
1941 05 18,Tavoliere delle Puglie,,41.7,15.4,,
1941 08 20 10 36 32.00,Tavoliere delle Puglie,,41.7,15.4,,
1941 09 08 16 30,Alto Aniene,16,41.988,13.068,6,4.35
1941 11 03 20 44,Perugia,1,43.112,12.389,04/05/20,3.93
1941 12 19,Monti Sibillini,30,42.758,13.283,7,5.02
1942 01 31 08 37,Ascolano,,42.9,13.533,,
1943 01 16,Monti Sibillini,22,42.795,13.267,06/07/20,5.04
1943 01 29,Monti Sibillini,50,42.718,13.292,06/07/20,4.94
1943 03 25,Marche meridionali,15,43.048,13.464,6,4.85
1943 04 19 00 12,Perugino,4,43.088,12.47,5,4.16
1943 07 31 04 37,Senigallia,5,43.714,13.223,5,4.16
1943 10 03 08 28 29.00,Ascolano,170,42.94,13.626,8,5.67
1947 07 04 20 10,Castel Baronia,1,41.049,15.189,4,4.55
1947 12 24,Crete Senesi,26,43.095,11.625,6,4.46
1948 01 10,Loro Piceno,21,43.1,13.358,04/05/20,3.93
1948 06 13 06 33 36.00,Alta Valtiberina,142,43.598,12.127,7,5.04
1948 11 03 11 40,Monte Amiata,16,42.861,11.563,6,4.82
1948 12 17 21 18 02.00,Monti Reatini,3,42.585,12.844,05/06/20,4.4
1948 12 31 03 32,Monti Reatini,95,42.507,12.853,8,5.42
1949 01 04 20 55,Monti Reatini,7,42.511,12.848,6,4.65
1949 01 14 16,Monti Reatini,3,42.527,12.832,5,4.16
1949 03 28 21 34 20.00,Valnerina,2,42.874,12.899,4,3.7
1949 06 03 08 08,Monti Reatini,1,42.515,12.856,5,4.16
1949 06 04 22 30,Calcata,1,42.216,12.424,5,4.16
1949 10 27 19 08,Monti Reatini,9,42.532,12.805,06/07/20,4.98
1949 12 06 03 46 07.00,Costa anconetana,,43.7,13.4,,4.38
1950 01 01 10 03,Beneventano,7,41.159,14.948,5,4.16
1950 03 07 04 05 49.00,Monti della Laga,,42.633,13.3,04/05/20,4.74
1950 03 12 18 15,Monti della Laga,1,42.694,13.248,5,4.16
1950 04 19,Pignataro Maggiore,3,41.183,14.193,4,3.7
1950 09 03 22 41 20.00,Ascolano,5,42.878,13.579,05/06/20,4.4
1950 09 05 04 08,Gran Sasso,386,42.547,13.457,8,5.69
1951 05 25 20 42,Adriatico centrale,5,43.337,14.811,4,4.55
1951 08 02 12 50 56.00,Appennino umbro-reatino,,42.7,13.2,,4.44
1951 08 08 19 56,Gran Sasso,94,42.466,13.461,7,5.25
1951 09 01,Monti Sibillini,80,43.029,13.288,7,5.25
1954 03 23 17 55,Collestatte,20,42.569,12.727,5,4.16
1956 08 17 10 39,Gargano,3,41.709,15.683,05/06/20,4.4
1956 09 22 03 19 39.00,Gargano,57,41.584,15.721,6,4.64
1956 10 07 19 12 41.00,Aquilano,19,42.444,13.292,5,4.46
1956 11 25 02 06 40.00,Isernino,41,41.572,14.399,5,4.07
1957 03 12 16 20,Valnerina,62,42.7,13.008,5,4.16
1957 04 11 16 19,Valle del Salto,46,42.256,13.079,6,4.94
1957 04 30 06 05 08.00,Alta Valtiberina,57,43.733,12.013,5,4.23
1957 07 19 09 04 07.00,Valle Umbra,58,42.733,12.727,06/07/20,4.58
1957 11 11 21 40,Costa anconetana,50,43.483,13.581,5,4.5
1957 12 06 04 54,Orvietano,63,42.707,12.029,7,4.97
1958 05 08 00 13 23.00,Valnerina,17,42.729,12.981,5,4.25
1958 05 30 06 26,Val di Paglia,18,42.896,11.769,5,4.05
1958 06 24 06 07,Aquilano,222,42.317,13.498,7,5.04
1959 01 01 23 58 14.00,Teramano,46,42.699,13.674,5,4.33
1960 01 11 11 27,Roccamonfina,30,41.283,13.986,07/08/20,5.16
1960 02 06 12 00 30.00,Valle Umbra,11,42.98,12.652,5,4.18
1960 02 24 01 51,Appennino umbro-marchigiano,25,43.211,12.995,5,4.32
1960 03 14 04 44,Marsica,40,42.037,13.267,7,4.72
1960 03 16 01 52 48.00,Monti della Laga,81,42.613,13.322,5,4.44
1960 04 15 02 45 11.00,Montefeltro,30,43.708,12.297,05/06/20,4.45
1960 04 23 11 44,Monti Martani,21,42.715,12.531,6,4.66
