Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1908 01 16 10 27,Aquilano,11,42.338,13.368,04/05/20,4.12
1908 03 26 13 49,Materano,21,40.498,16.419,5,4.31
1908 06 05 02 58,Pescocostanzo,7,41.889,14.065,04/05/20,3.93
1908 08 21 07 24,Cassinese,,41.5,13.8,05/06/20,4.4
1908 09 16 20 15,Gargano,14,41.752,15.715,03/04/20,3.72
1908 10 06 22,Sorano,8,41.659,13.752,6,4.57
1909 01 11 01 15,Terelle,1,41.584,13.772,5,4.16
1909 03 16 15 53,Gran Sasso,19,42.442,13.393,04/05/20,4.03
1909 07 29 03,Terelle,1,41.584,13.772,5,4.16
1909 12 03 06 20,Sant'Andrea di Conza,11,40.843,15.37,5,3.96
1910 02 22 15 35,Magliano de' Marsi,13,42.092,13.363,5,4.16
1910 03 06 22 22,Monti Reatini,15,42.63,13.105,04/05/20,3.93
1910 05 28 01 45,Castelsaraceno,19,40.132,16.132,04/05/20,3.84
1910 06 07 02 04,Irpinia-Basilicata,376,40.898,15.421,8,5.76
1910 10 03 11 04,Basilicata meridionale,36,40.177,16.248,05/06/20,4.62
1910 12 22 12 34,Monti della Laga,19,42.708,13.281,5,4.3
1910 12 22 17 18,Monti della Laga,3,42.68,13.184,04/05/20,3.93
1910 12 26 16 30,Monti della Laga,50,42.68,13.184,05/06/20,4.56
1910 12 29 05 47,Cassinese,6,41.489,13.822,4,3.7
1911 04 10 09 43,Colli Albani,79,41.779,12.648,6,4.74
1911 05 28 13 52,Aquilano,9,42.376,13.405,5,4.16
1911 09 09 11 32,Aquilano,13,42.31,13.57,5,4.36
1912 03 17 07 10,Salernitano,11,40.783,14.798,5,4.25
1912 07 02 07 34,Tavoliere delle Puglie,49,41.476,15.88,5,4.55
1912 07 07 04 45,Sorano,19,41.688,13.636,5,4.18
1913 01 03 13 39 25.00,Marsica,44,41.868,13.657,05/06/20,4.53
1913 07 26 10 58,Irpinia,5,40.853,15.171,04/05/20,3.93
1913 10 04 18 26,Molise,205,41.513,14.716,07/08/20,5.35
1914 04 14 02 49,Marsica,22,42.022,13.578,5,4.26
1914 06 12 06 42,Cassinese,13,41.477,13.879,06/07/20,4.66
1914 12 01 10 42 28.00,Cassinese,2,41.491,13.814,04/05/20,3.93
1914 12 19 03 50 42.00,Isernino,14,41.587,14.26,05/06/20,4.33
1915 01 13 06 52 43.00,Marsica,1041,42.014,13.53,11,7.08
1915 01 13 16 44,Marsica,2,41.983,13.6,,4.79
1915 01 13 20 19,Marsica,4,41.983,13.6,,4.74
1915 01 14 01 50,Marsica,9,41.983,13.6,,4.64
1915 01 14 07 17,Marsica,12,41.855,13.018,05/06/20,4.88
1915 01 14 16 55 22.00,Marsica,5,41.765,13.024,4,4.6
1915 01 18 20 08,Marsica,2,41.983,13.6,,4.98
1915 01 18 23 31,Marsica,2,41.983,13.6,,5.02
1915 01 21 12 29 28.00,Marsica,4,41.926,13.231,4,4.83
1915 02 27 23 23 05.00,Marsica,9,41.68,13.543,6,4.77
1915 04 05 06 18 58.00,Valle dell'Aniene,21,42.05,12.906,6,4.8
1915 06 20 14 21 52.00,Marsica,2,41.708,13.596,5,4.16
1915 07 06 11 20,Monti Tiburtini,4,41.995,12.938,04/05/20,3.93
1915 07 08 23 41 18.00,Marsica,1,,,,
1915 09 23 18 07,Marsica,18,42.415,13.076,6,5.07
1915 12 04 01 02,Marsica,27,41.754,13.548,05/06/20,4.47
1916 01 26 12 22,Sorano,34,41.638,13.61,6,4.72
1916 04 22 04 33,Aquilano,9,42.292,13.397,06/07/20,5.09
1916 06 04 00 46,San Pietro Infine,11,41.446,13.968,6,4.24
1916 11 16 06 35,Alto Reatino,40,42.646,13.169,8,5.5
1917 01 03 01 35,Marsica,57,,,,
1917 06 16 20 36,Sorano,14,41.692,13.685,05/06/20,4.39
1917 07 08 02,Appennino laziale-abruzzese,44,42.082,13.087,05/06/20,4.68
1917 10 13 16 04,Val d'Agri,7,40.231,16.009,6,5.46
1917 12 02 12 13,Cassinese,6,41.489,13.822,04/05/20,3.93
1919 04 20 06 32,Marsica,11,42.065,13.668,04/05/20,4.11
1919 10 21 00 24,Gargano,24,41.674,15.551,05/06/20,5.03
1919 10 22 06 10,Anzio,142,41.436,12.535,06/07/20,5.22
1919 12 04 21,Anzio,2,41.455,12.646,5,4.16
1919 12 30 02 40,Anzio,1,41.459,12.663,05/06/20,4.4
1920 01 13 10 35 45.00,Tornimparte,3,42.29,13.301,04/05/20,3.93
1920 03 07 19 21 48.00,Avigliano,8,40.76,15.692,04/05/20,3.93
1920 06 21 07 22,Val Comino,21,41.621,13.748,5,4.62
1920 07 11 17 27 20.00,Tirreno meridionale,,40,14,,
1921 08 23 22 36 05.00,Mignano Monte Lungo,2,41.405,13.983,4,3.7
1922 12 29 12 22 06.00,Val Roveto,119,41.793,13.632,06/07/20,5.24
1923 05 13 14 30 59.00,Valle del Salto,21,42.21,13.22,5,4.33
1923 11 08 12 28,Appennino campano-lucano,28,40.677,15.449,6,4.73
1924 03 26 20 50,Sannio,12,41.341,14.786,4,4.06
1924 04 11 07 18 14.00,Adriatico centrale,,42.5,15.5,,
1924 05 09 05 48,Irpinia,8,40.893,14.772,4,4.71
1924 11 28 09 11,Balsorano,1,41.808,13.56,05/06/20,4.4
1925 07 28 03 33,Tavoliere delle Puglie,6,41.264,15.898,5,4.2
1925 08 25 05 10,Gargano,14,41.882,16.18,5,4.92
1925 09 24 13 33 46.00,Molise occidentale,50,41.719,14.188,7,5.26
1926 12 18 21 07 20.00,Marsica,24,42.021,13.541,5,4.24
1927 05 25 02 50,Sannio,54,41.25,14.624,6,4.98
1927 10 11 14 45 08.00,Marsica,81,41.841,13.466,7,5.2
1927 12 26 15 06 14.00,Colli Albani,38,41.7,12.701,7,4.89
1927 12 27 08 49,Deliceto,2,41.222,15.386,05/06/20,4.4
1929 01 14 04 01,Monti della Meta,32,41.848,13.501,04/05/20,4.42
1930 04 27 01 46,Salernitano,26,40.769,14.7,7,4.98
1930 04 30 23 21,Adriatico centrale,,42.5,15.5,,
1930 07 23 00 08,Irpinia,547,41.068,15.318,10,6.67
1930 11 06 21 56,Alta Murgia,16,40.995,16.051,5,4.41
1931 05 10 10 48 55.00,Irpinia,43,40.991,15.511,05/06/20,4.64
1931 05 26 15 24,Cassinese,12,41.497,13.805,06/07/20,4.36
1931 10 21 07 35,Ciociaria,23,41.722,13.427,5,4.23
1931 11 10 21 10,Vulture,7,41.025,15.614,5,4.16
1931 12 03 09 32,Tavoliere delle Puglie,12,41.26,15.814,6,4.59
1932 03 30 09 56 26.00,Bassa Murgia,28,40.587,16.858,5,4.54
1932 12 03 02 26,Marsico Vetere,14,40.31,15.907,5,4.24
1933 03 07 14 39,Irpinia,42,41.023,15.351,6,4.96
1933 09 26 03 33 29.00,Maiella,325,42.079,14.093,9,5.9
1933 11 23 01 12 46.00,Maiella,,42.067,14.183,7,5.06
1934 07 03 16 11,Castelsaraceno,18,40.233,16.012,6,4.55
1935 12 03 08,Calvello,12,40.475,15.849,5,4.15
1935 12 17 06 51,Roccamonfina,1,41.288,13.983,6,4.63
1936 04 03 18 42,Valle Caudina,10,41.041,14.585,05/06/20,4.25
1936 07 31 05 46,Castel di Sangro,9,41.783,14.108,6,4.21
1937 07 17 17 11,Tavoliere delle Puglie,40,41.785,15.298,6,4.96
1937 12 15 21 25,Tavoliere delle Puglie,16,41.704,15.296,04/05/20,4.58
1938 05 27 21 23 53.00,Adriatico centrale,,42.15,16.83,6,4.63
1938 08 12 02 28 33.00,Appennino laziale-abruzzese,55,42.371,13.063,05/06/20,4.56
1940 10 15 08 51,Castel di Sangro,,41.8,14.167,,
1940 11 24 15 30 11.00,Monti della Meta,,41.8,13.75,,
1941 05 18,Tavoliere delle Puglie,,41.7,15.4,,
1941 08 20 10 36 32.00,Tavoliere delle Puglie,,41.7,15.4,,
1941 09 08 16 30,Alto Aniene,16,41.988,13.068,6,4.35
1941 10 07 11 13,Irpinia,,,,,
1943 01 29,Monti Sibillini,50,42.718,13.292,06/07/20,4.94
1946 04 03 17 01 44.00,Pollino,,39.8,16,,
1947 07 04 20 10,Castel Baronia,1,41.049,15.189,4,4.55
1948 08 18 21 12 20.00,Gargano,58,41.575,15.748,07/08/20,5.55
1948 08 21 08 44 47.00,Gargano,,41.6,15.8,,5.4
1948 08 22 23 16 20.00,Gargano,,41.5,15.9,,5.37
1950 01 01 10 03,Beneventano,7,41.159,14.948,5,4.16
1950 03 07 04 05 49.00,Monti della Laga,,42.633,13.3,04/05/20,4.74
1950 03 12 18 15,Monti della Laga,1,42.694,13.248,5,4.16
1950 04 19,Pignataro Maggiore,3,41.183,14.193,4,3.7
1950 09 03 22 41 20.00,Ascolano,5,42.878,13.579,05/06/20,4.4
1950 09 05 04 08,Gran Sasso,386,42.547,13.457,8,5.69
1951 01 16 01 11,Gargano,73,41.808,15.9,7,5.22
1951 08 02 12 50 56.00,Appennino umbro-reatino,,42.7,13.2,,4.44
1951 08 08 19 56,Gran Sasso,94,42.466,13.461,7,5.25
1953 07 19 18 46,Gargano,5,41.52,15.904,04/05/20,4.55
1954 08 06 19 21 12.00,Potentino,13,40.764,15.8,05/06/20,5.18
1954 10 26 02 25,Gargano,8,41.62,15.866,04/05/20,4.72
1955 02 09 10 06,Gargano,31,41.721,15.865,06/07/20,5.05
1955 03 18 06 49 37.00,Gargano,,41.7,15.883,,5.22
1955 07 03 23 55 34.00,Golfo di Policastro,26,40.093,15.595,5,4.19
1955 07 12 04 02,Gargano,8,41.706,15.959,5,4.16
1956 01 09 00 44,Materano,45,40.57,16.366,6,4.72
1956 08 17 10 39,Gargano,3,41.709,15.683,05/06/20,4.4
1956 09 22 03 19 39.00,Gargano,57,41.584,15.721,6,4.64
1956 10 07 19 12 41.00,Aquilano,19,42.444,13.292,5,4.46
1956 11 25 02 06 40.00,Isernino,41,41.572,14.399,5,4.07
1957 04 11 16 19,Valle del Salto,46,42.256,13.079,6,4.94
1957 05 03 03 29 34.00,Potentino,36,40.797,15.7,5,4.09
1957 10 19 06 14,Potentino,16,40.577,15.646,4,3.7
1958 06 24 06 07,Aquilano,222,42.317,13.498,7,5.04
1959 01 01 23 58 14.00,Teramano,46,42.699,13.674,5,4.33
1960 01 11 11 27,Roccamonfina,30,41.283,13.986,07/08/20,5.16
1960 03 14 04 44,Marsica,40,42.037,13.267,7,4.72
1960 03 16 01 52 48.00,Monti della Laga,81,42.613,13.322,5,4.44
1961 04 06 11 34 42.00,Val Roveto,13,41.986,13.378,6,4.55
1961 04 10 06 56,Alto Aniene,19,42.02,13.037,6,4.55
1961 04 12 00 44,Alto Aniene,44,42.026,13.049,06/07/20,4.62
1961 10 31 13 37,Reatino,84,42.407,13.064,8,5.09
1962 01 19 05 01 25.00,Gargano,31,41.679,15.717,5,4.42
1962 08 21 18 09 06.35,Irpinia,,41.248,15.069,,5.68
1962 08 21 18 19,Irpinia,562,41.23,14.953,9,6.15
1962 08 21 18 44 56.15,Irpinia,,41.158,15.065,,5.34
1962 12 14 13 35,Alvito,13,41.689,13.743,05/06/20,4.4
1963 02 02 19 34,Reatino,10,42.397,13.038,6,4.64
1963 02 04 15,Calabritto,3,40.786,15.218,05/06/20,4.4
1963 02 13 12 45,Potentino,31,40.658,15.782,7,5.19
1963 07 21 11 09,Monti della Laga,11,42.622,13.323,7,4.71
1964 02 18 06 58 28.00,Irpinia,18,41.146,15.049,05/06/20,4.44
1964 06 04 00 31 59.00,Vallo di Diano,7,40.348,15.678,05/06/20,4.59
1965 11 12 07 16 56.00,Marsica,,42.1,13.5,,4.39
1966 07 06 04 24,Alta Murgia,46,40.956,16.194,4,4.26
1966 10 04 04 51 51.00,Potentino,15,40.65,15.731,5,4.16
1966 10 16 09 48 29.00,Valle del Liri,10,41.66,13.572,5,4.18
1967 06 17 15 42 58.00,Gargano,16,41.594,15.79,5,4.46
1967 10 02 20 13 03.00,Terelle,9,41.511,13.715,05/06/20,4.45
1967 10 05 22 49,Teano,9,41.249,14.043,06/07/20,4.86
1967 12 03 19 49 46.00,Aquilano,,42.4,13.2,,4.46
1967 12 03 21 29 59.00,Aquilano,32,42.312,13.512,5,4.37
1967 12 09 03 09 56.00,Adriatico centrale,22,42,16.41,,4.36
1968 03 22 19 29 58.00,Basilicata meridionale,3,40.086,15.871,5,4.21
1968 04 21 21 09 48.00,Tirreno meridionale,,39.82,14.88,,4.26
1968 10 01 16 31 03.20,Campania meridionale,,40.19,15.39,,4.36
1969 03 29 01 43 38.70,Tirreno centrale,,40.04,15.1,,4.68
1969 04 17 09 12,Terelle,26,41.55,13.789,06/07/20,4.59
1969 05 21 09 03 58.00,Cilento,37,40.294,15.004,5,4.19
1969 09 26 23 40 39.00,Teramano,97,42.707,13.567,5,4.39
1969 11 14 06 48 07.00,Potentino,34,40.571,15.559,5,4.62
1970 01 21 18 36 25.00,Gargano,14,41.835,15.861,5,4.34
1970 09 27 19 18,Mignano Monte Lungo,24,41.363,13.986,7,4.6
1971 05 05 09 41 44.84,Irpinia,,41.083,15.201,,4.26
1971 05 06 03 45 05.00,Irpinia,68,41.169,15.275,6,4.83
1971 05 09 23 02 59.82,Irpinia,,41.188,15.382,,4.57
1971 11 29 18 49 35.37,Alta Val d'Agri,17,40.336,15.773,5,4.5
1972 02 29 20 54 17.74,Gargano,21,41.967,15.376,6,4.71
1973 04 20 22 18,Ascolano,2,42.855,13.576,05/06/20,4.4
1973 08 08 14 36 26.00,Appennino campano-lucano,29,40.668,15.436,05/06/20,4.75
1973 10 30 01 14 03.05,Monti della Meta,,41.697,13.867,,4.21
1973 11 05 08 41,Cassinese,23,41.552,13.86,6,4.29
1974 01 24 13 19 23.40,Tirreno meridionale,,39.852,14.579,,4.26
1975 06 19 10 11,Gargano,61,41.689,15.677,6,5.02
1976 10 11 19 27,Isernino,9,41.685,14.32,04/05/20,4.29
1977 07 24 09 55 29.00,Irpinia,85,41.097,15.02,05/06/20,4.37
1977 12 30 17 35 08.90,Golfo di Policastro,,39.98,15.449,,5.9
1977 12 30 18 08 50.71,Golfo di Policastro,,39.944,15.446,,4.79
1978 01 02 18 05 21.02,Adriatico centrale,,42.707,16.192,,5
1978 02 08 04 10 29.00,Irpinia,100,41.106,14.991,05/06/20,4.44
1978 09 24 08 07 44.00,Materano,121,40.646,16.487,6,4.75
1978 12 27 17 46 10.38,Tirreno centrale,,41.078,13.557,,5.86
1980 03 09 12 03 39.00,Pollino,10,40.019,16.053,05/06/20,4.71
1980 04 23 11 11 25.00,Isola d'Ischia,4,40.388,13.375,5,4.37
1980 05 14 01 41,Alta Val d'Agri,26,40.378,15.801,05/06/20,4.83
1980 06 09 16 02 47.00,Aquilano,28,42.173,13.713,6,4.64
1980 06 14 20 56 50.00,Marsica,69,41.905,13.696,05/06/20,4.96
1980 06 16 14 45,Marsica,7,41.844,13.922,04/05/20,4.44
1980 10 01 00 57 38.00,Frusinate,41,41.703,13.281,5,4.26
1980 11 23 18 34 52.00,Irpinia-Basilicata,1394,40.842,15.283,10,6.81
1980 11 23 18 52 06.30,Irpinia-Basilicata,,41.11,15.282,,4.73
1980 11 23 19 04 03.30,Irpinia-Basilicata,,40.661,15.71,,4.72
1980 11 23 19 06 44.90,Irpinia-Basilicata,,40.718,15.592,,4.54
1980 11 23 19 37 46.28,Irpinia-Basilicata,,40.847,15.378,,4.87
1980 11 23 20 06 17.78,Irpinia-Basilicata,,40.842,15.316,,4.21
1980 11 23 20 55 26.90,Irpinia-Basilicata,,40.816,15.33,,4.42
1980 11 23 21 30 16.35,Irpinia-Basilicata,,41.127,15.636,,4.46
1980 11 23 21 53 14.00,Tavoliere delle Puglie,,41.536,15.706,,4.28
1980 11 23 22 57 28.79,Irpinia-Basilicata,,41.017,15.285,,4.49
1980 11 23 23 43 33.30,Irpinia-Basilicata,,40.81,15.337,,4.54
1980 11 24 00 23 59.21,Irpinia-Basilicata,,40.811,15.268,,5.04
1980 11 24 02 19 23.84,Irpinia-Basilicata,,40.799,15.403,,4.31
1980 11 24 03 03 55.64,Irpinia-Basilicata,,40.861,15.374,,4.99
1980 11 24 04 23 16.82,Irpinia-Basilicata,,40.935,15.272,,4.35
1980 11 24 04 47 30.30,Irpinia-Basilicata,,40.907,15.388,,4.3
1980 11 24 10 16 21.10,Irpinia-Basilicata,,40.871,15.204,,4.21
1980 11 24 15 13 31.82,Irpinia-Basilicata,,40.993,15.004,,4.25
1980 11 25 09 59 31.80,Irpinia-Basilicata,,41.021,15.012,,4.25
1980 11 25 11 28 19.90,Irpinia-Basilicata,,40.864,15.24,,4.32
1980 11 25 14 57 54.20,Irpinia-Basilicata,,40.793,15.336,,4.61
1980 11 25 17 06 43.08,Irpinia-Basilicata,,40.609,15.462,,4.93
1980 11 25 17 26 41.00,Irpinia-Basilicata,,40.709,15.478,,4.36
1980 11 25 18 28 21.40,Irpinia-Basilicata,,40.655,15.452,,5.39
1980 11 26 06 06 09.90,Irpinia-Basilicata,,40.694,15.643,,4.42
1980 11 26 06 56 56.30,Irpinia-Basilicata,,41.075,15.277,,4.17
1980 11 26 07 03 06.90,Irpinia-Basilicata,,40.877,15.376,,4.21
1980 11 26 08 31 07.86,Irpinia-Basilicata,,40.922,15.476,,4.51
1980 11 26 10 47 52.40,Irpinia-Basilicata,,40.913,15.455,,4.46
1980 11 26 14 55 40.70,Irpinia-Basilicata,,41.017,15.236,,4.47
1980 11 30 01 51 49.09,Irpinia-Basilicata,,40.553,15.81,,4.52
1980 11 30 07 42 00.35,Irpinia-Basilicata,,40.761,15.316,,4.81
1980 11 30 07 42 20.77,Irpinia-Basilicata,,40.816,15.298,,4.9
1980 12 01 19 04 30.75,Irpinia-Basilicata,,40.885,15.308,,4.64
1980 12 03 23 54 22.00,Irpinia-Basilicata,11,40.729,15.476,6,4.83
1980 12 04 00 04 57.39,Irpinia-Basilicata,,40.777,15.546,,4.67
1980 12 08 02 49 40.06,Irpinia-Basilicata,,40.883,15.287,,4.51
1980 12 08 04 09 25.20,Irpinia-Basilicata,,40.855,15.29,,4.39
1980 12 08 17 29 03.21,Irpinia-Basilicata,,40.814,15.58,,4.26
1980 12 14 06 03 35.28,Irpinia-Basilicata,,40.88,15.199,,4.08
1981 01 01 23 09 24.18,Tirreno meridionale,,39.868,13.585,,4.36
1981 01 09 00 12 49.00,Irpinia-Basilicata,6,40.699,15.636,05/06/20,4.36
1981 01 15 11 12 42.56,Irpinia-Basilicata,,40.806,15.507,,4.35
1981 01 16 00 37 45.43,Irpinia-Basilicata,,40.89,15.439,,5.22
1981 01 16 04 36 51.04,Irpinia-Basilicata,,40.846,15.303,,4.1
1981 01 16 06 31 24.79,Irpinia-Basilicata,,40.899,15.339,,3.95
1981 01 17 03 03 59.93,Irpinia-Basilicata,,40.749,15.347,,4.15
1981 01 20 08 55 05.82,Irpinia-Basilicata,,40.703,15.326,,4.1
1981 02 14 17 27 45.00,Monti di Avella,85,40.992,14.62,07/08/20,4.88
1981 03 28 11 01 26.00,Irpinia-Basilicata,10,40.701,15.56,04/05/20,4.11
1981 05 01 11 12 10.88,Irpinia-Basilicata,,40.635,15.43,,4.05
1981 09 21 01 40 25.00,Potentino,4,40.661,15.658,05/06/20,4.2
1981 09 21 16 12 29.76,Potentino,,40.678,15.717,,4.55
1981 09 24 12 20 22.00,Potentino,3,40.617,15.742,5,4.07
1981 11 29 05 06 45.00,Potentino,14,40.848,15.532,5,4.51
1981 12 20 02 41 53.46,Val d'Agri,,40.3,15.919,,4.26
1982 03 21 09 44 01.59,Golfo di Policastro,125,39.841,15.747,07/08/20,5.23
1982 08 15 15 09 51.00,Irpinia,24,40.832,15.244,6,5.32
1982 09 30 00 10,Irpinia,4,40.889,15.264,04/05/20,4.26
1983 01 03 00 39 55.00,Valle Caudina,11,41.051,14.515,5,4.08
1983 01 05 01 19 19.00,Valle Caudina,5,41.059,14.543,5,3.64
1983 02 02 08 14 16.00,Potentino,42,40.638,15.655,5,4.35
1983 07 27 19 04 32.40,Alta Valle del Sele,,40.741,15.245,,4.49
1983 08 12 19 36 30.00,Monti della Meta,53,41.655,14.045,5,4.76
1983 09 20 16 28 48.00,Irpinia,19,40.792,15.177,5,3.96
1983 09 29 01 23 38.81,Golfo di Salerno,9,40.41,14.858,5,4.4
1983 09 30 11 30 39.91,Gargano,,41.695,16.057,,4.02
1983 10 04 07 09 58.75,Golfo di Napoli,,40.715,14.044,,4.06
1984 01 05 12 39 39.00,Lagonegrese,18,40.087,15.719,5,4.09
1984 05 07 17 50,Monti della Meta,911,41.667,14.057,8,5.86
1984 05 07 18 07 15.88,Monti della Meta,,41.644,13.863,,4.47
1984 05 07 18 26 49.98,Monti della Meta,,41.759,13.815,,4.22
1984 05 07 18 56 25.15,Monti della Meta,,41.678,13.93,,3.87
1984 05 07 19 11 13.18,Monti della Meta,,41.678,13.931,,3.2
1984 05 08 03 46 38.65,Monti della Meta,,41.671,13.82,,4.33
1984 05 11 10 41 49.27,Monti della Meta,342,41.651,13.843,7,5.47
1984 05 11 10 50 07.00,Monti della Meta,,41.756,13.903,,4.79
1984 05 11 11 26 15.05,Monti della Meta,,41.706,13.876,,4.49
1984 05 11 13 14 55.87,Monti della Meta,,41.732,13.901,,4.8
1984 05 11 13 39 02.24,Monti della Meta,,41.732,13.898,,4.5
1984 05 11 16 39 18.06,Monti della Meta,,41.648,13.87,,4.62
1984 05 11 23 35 04.14,Monti della Meta,,41.632,13.846,,4.37
1984 05 12 00 08 43.43,Monti della Meta,,41.727,13.887,,4.15
1984 05 12 04 56 25.92,Monti della Meta,,41.67,13.869,,4.05
1984 05 13 11 21 45.75,Monti della Meta,,41.746,13.878,,4.16
1984 05 14 14 35 24.47,Monti della Meta,,41.68,13.821,,4.27
1984 06 19 01 27 21.00,Monti della Meta,14,41.541,14.076,5,4.23
1984 06 24 22 02 44.47,Monti della Meta,79,41.761,13.828,6,4.57
1984 07 01 07 47 12.54,Monti della Meta,74,41.704,13.915,6,4.63
1984 07 01 16 46 26.62,Campi Flegrei,,40.881,14.146,,4.1
1984 08 22 14 53 46.46,Tirreno meridionale,,39.637,14.907,,4.16
1984 09 24 05 39 53.46,Matese,,41.366,14.576,,3.88
1984 10 22 18 24 35.83,Tirreno meridionale,,39.626,14.189,,4.36
1984 10 30 14 39 49.46,Tirreno meridionale,,39.638,15.608,,4.9
1984 12 03 18 05 34.34,Monti della Meta,19,41.717,13.898,4,4.05
1985 03 14 23 03 51.22,Isernino,41,41.592,14.211,6,4.37
1985 05 19 14 40 27.04,Aquilano,,42.252,13.342,,4.16
1985 05 20 10 00 28.35,Aquilano,29,42.297,13.353,05/06/20,4.51
1985 05 23 01 04 16.81,Aquilano,7,42.33,13.399,5,4.11
1985 07 19 00 26 08.62,Tirreno meridionale,,39.863,13.568,,4.79
1985 10 27 11 45 27.91,Gargano,,41.705,15.854,,4.1
1986 01 06 19 22 02.30,Adriatico centrale,,42.68,15.421,,4.14
1986 01 08 00 27 20.74,Adriatico centrale,1,42.633,15.349,,4.67
1986 01 08 00 59 23.56,Adriatico centrale,,42.673,15.433,,4.1
1986 01 11 15 01 07.50,Adriatico centrale,,42.652,15.417,,4.71
1986 01 18 08 32 44.29,Isernino,3,41.535,14.218,6,4.06
1986 01 26 07 33 59.79,Adriatico centrale,,42.681,15.401,,4.31
1986 03 10 16 03 55.78,Tirreno meridionale,,39.834,13.575,,4.46
1986 07 23 08 19 50.87,Potentino,48,40.628,15.746,6,4.61
1987 01 28 05 33 21.76,Potentino,62,40.835,15.554,5,4.54
1987 04 11 02 26 23.43,Colli Albani,72,41.655,12.693,6,4.35
1987 06 29 13 07 24.58,Adriatico centrale,,42.698,15.311,,4.16
1987 09 01 00 04 40.51,Potentino,4,40.687,15.556,04/05/20,4.05
1988 01 08 13 05 46.75,Pollino,169,40.011,15.94,7,4.7
1988 01 12 23 01 00.68,Cilento,74,40.308,15.461,6,4.52
1988 03 08 19 02 45.31,Tirreno meridionale,,39.778,15.377,,4.46
1988 03 10 19 26,Colli Albani,4,41.751,12.67,04/05/20,3.3
1988 03 28 07 16 29.49,Adriatico centrale,,42.382,16.571,,4.04
1988 04 26 00 53 43.83,Adriatico centrale,78,42.366,16.608,,5.36
1988 04 26 01 55 34.09,Adriatico centrale,,42.35,16.541,,4.17
1988 04 26 02 31 27.74,Adriatico centrale,,42.328,16.514,,4.28
1988 04 26 19 17 56.73,Adriatico centrale,,42.327,16.607,,4.42
1988 04 27 17 58 11.80,Adriatico centrale,,42.344,16.562,,4.16
1988 04 30 06 15 57.93,Colli Albani,39,41.772,12.612,05/06/20,3.55
1988 08 24 23 05 57.00,Isole Tremiti,,42.024,15.505,,4.11
1989 03 11 21 05,Gargano,61,41.762,15.642,5,4.34
1989 04 23 23 32 20.51,Colli Albani,23,41.716,12.702,5,3.64
1989 05 29 11 19 10.75,Appennino lucano,77,40.542,15.733,5,4.34
1989 07 03 14 54 05.58,Tirreno centrale,,40.53,12.794,,4.22
1989 08 22 14 28 57.44,Isole Tremiti,,42.011,15.485,,4.08
1989 09 14 18 17 05.74,Aquilano,32,42.286,13.616,5,3.47
1989 10 05 11 09 16.72,Isole Tremiti,,42.077,15.576,,4.31
1989 10 06 17 38 25.75,Isole Tremiti,,42.118,15.681,,4.61
1989 10 19 23 33 25.26,Colli Albani,54,41.705,12.715,05/06/20,4.23
1989 10 23 21 19 17.62,Colli Albani,65,41.714,12.608,6,4.32
1989 12 19 14 28 20.92,Colli Albani,39,41.656,12.708,05/06/20,3.9
1990 02 01 06 24 14.15,Isole Tremiti,27,42.14,15.649,,4.43
1990 02 13 09 15 28.64,Isole Tremiti,13,42.195,15.575,4,4.2
1990 02 18 20 10 48.71,Adriatico centrale,46,42.171,16.457,,4.24
1990 04 16 19 09 32.98,Isernino,51,41.614,14.224,5,3.78
1990 04 22 09 45 04.66,Sannio,74,41.214,14.752,6,3.98
1990 04 22 16 47 07.38,Sannio,34,41.172,14.822,5,3.63
1990 05 05 07 21 17.24,Potentino,,40.731,15.855,,4.68
1990 05 05 07 21 29.61,Potentino,1375,40.738,15.741,,5.77
1990 05 05 07 38 11.02,Potentino,,40.658,15.88,,4.81
1990 05 05 08 03 48.19,Potentino,,40.646,15.886,,4.04
1990 05 05 19 59 57.78,Potentino,,40.649,15.835,,4.08
1990 06 19 02 42 58.58,Alto Aniene,40,42.036,12.948,05/06/20,3.82
1990 08 26 13 41 24.38,Potentino,26,40.465,15.728,6,4.03
1990 08 28 19 02 52.35,Potentino,84,40.727,15.927,,4.21
1990 08 30 14 54,Beneventano,39,41.081,14.753,05/06/20,3.2
1990 11 29 08 30 10.02,Golfo di Policastro,,39.96,15.767,,4.26
1991 02 26 07 25 47.41,Tirreno centrale,,40.195,13.826,,5.29
1991 05 05 06 33 35.68,Aquilano,64,42.241,13.66,6,3.86
1991 05 05 17 16 55.18,Val d'Agri,27,40.203,15.95,05/06/20,4
1991 05 26 12 25 59.42,Potentino,597,40.689,15.821,7,5.08
1991 06 06 06 34 38.02,Potentino,25,40.629,15.788,5,3.37
1991 06 20 11 32 18.38,Potentino,26,40.791,15.466,05/06/20,3.71
1991 06 27 08 16 22.54,Isernino,28,41.532,14.295,5,3.31
1992 02 18 03 30 09.82,Chietino,73,42.39,14.208,05/06/20,4.11
1992 03 15 23 44 31.09,Alta Valle del Volturno,52,41.371,13.989,05/06/20,3.78
1992 03 16 05 45 35.02,Alta Valle del Volturno,40,41.413,14.02,05/06/20,3.78
1992 07 02 11 03 34.57,Appennino campano-lucano,15,40.67,15.499,04/05/20,3.23
1992 07 16 05 38 53.83,Chietino,107,42.311,14.208,05/06/20,4.22
1992 08 25 02 25 48.38,Aquilano,63,42.411,13.355,5,4.11
