Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1993 11 09 13 46 24.39,Cesenate,28,44.141,12.269,04/05/20,3.93
1993 11 17 00 29 05.22,Arcipelago toscano,,42.64,10.86,,4
1994 01 05 08 49 28.40,Monti della Laga,23,42.577,13.244,04/05/20,3.47
1994 02 09 21 49 12.50,Val di Paglia,27,42.804,11.927,04/05/20,3.55
1994 06 02 16 41 23.61,Aquilano,60,42.463,13.221,04/05/20,3.99
1994 06 02 17 38 13.82,Aquilano,106,42.476,13.226,5,4.21
1994 08 05 22 01 23.47,Val Roveto,81,41.959,13.331,05/06/20,4.15
1994 08 07 06 31 12.68,Val Roveto,103,41.993,13.347,05/06/20,4.25
1995 02 01 20 24 06.96,Val di Pesa,,43.663,11.182,,4.93
1995 03 03 16 16 40.02,Lunigiana,43,44.366,10.006,5,4.2
1995 06 12 18 27 43.38,Campagna romana,125,41.865,12.519,05/06/20,3.79
1995 08 24 17 27 33.00,Appennino pistoiese,56,44.133,10.961,6,4.45
1995 10 10 06 54 21.72,Lunigiana,341,44.109,9.997,7,4.82
1995 12 27 23 44 27.69,Forlivese,37,44.156,12.113,5,3.97
1995 12 30 15 22 08.73,Fermano,106,43.173,13.542,5,4.19
1995 12 31 21 29 47.60,Appennino reggiano,96,44.422,10.566,04/05/20,4.51
1996 01 01 12 21 41.54,Maceratese,91,43.061,13.445,05/06/20,4.2
1996 01 22 18 37 44.36,Fermano,76,43.103,13.585,5,3.96
1996 01 22 23 14 00.09,Maceratese,45,43.035,13.442,5,3.66
1996 03 14 01 56 37.25,Appennino tosco-romagnolo,20,44.219,11.452,04/05/20,3.56
1996 07 09 10 23 07.21,Costa abruzzese-marchigiana,45,42.875,14.12,,4.2
1996 07 10 10 25 16.64,Alta Valtiberina,,43.382,12.338,,4.82
1996 07 11 19 09 26.37,Lunigiana,80,44.153,9.941,5,4.06
1996 10 15 09 55 59.95,Pianura emiliana,135,44.798,10.678,7,5.38
1996 10 15 10 19 44.10,Pianura emiliana,,44.815,10.691,,4.1
1996 10 15 12 18 24.22,Pianura emiliana,,44.803,10.677,,4.38
1996 10 16 00 24 29.10,Pianura emiliana,,44.826,10.7,,4.16
1996 10 20 19 06 55.57,Appennino laziale-abruzzese,100,42.559,13.263,5,4.36
1996 10 26 04 56 54.10,Pianura emiliana,63,44.853,10.699,05/06/20,3.94
1996 10 26 06 50 26.94,Pianura emiliana,35,44.776,10.88,05/06/20,3.63
1996 11 25 19 47 53.85,Pianura emiliana,65,44.787,10.715,05/06/20,4.29
1996 12 16 09 09 53.08,Pianura emiliana,115,44.814,10.693,05/06/20,4.06
1997 03 21 16 46 20.29,Monte Amiata,,42.86,11.696,,4.04
1997 04 16 06 45 50.66,Appennino reggiano,,44.501,10.716,,4.06
1997 05 12 13 50 14.63,Monti Martani,57,42.763,12.526,6,4.72
1997 05 12 22 13 52.50,Pianura emiliana,56,44.781,10.63,04/05/20,3.68
1997 07 15 08 51 12.21,Appennino umbro-marchigiano,22,43.035,12.864,04/05/20,3.34
1997 09 03 22 07 29.70,Appennino umbro-marchigiano,62,43.026,12.876,6,4.54
1997 09 07 23 28 05.79,Appennino umbro-marchigiano,57,43.035,12.883,05/06/20,4.19
1997 09 09 16 54 47.50,Appennino umbro-marchigiano,39,43.03,12.888,05/06/20,3.78
1997 09 10 06 46 50.78,Appennino umbro-marchigiano,47,43.031,12.892,5,3.85
1997 09 26 00 33 12.88,Appennino umbro-marchigiano,760,43.022,12.891,07/08/20,5.66
1997 09 26 04 44 32.95,Perugino,,43.225,12.411,,4.16
1997 09 26 09 33 48.59,Appennino umbro-marchigiano,,43.016,12.815,,4.39
1997 09 26 09 40 26.60,Appennino umbro-marchigiano,869,43.014,12.853,08/09/20,5.97
1997 09 26 09 47 37.74,Appennino umbro-marchigiano,,42.908,12.704,,4.95
1997 09 26 13 30 52.21,Appennino umbro-marchigiano,,43.035,12.904,,4.51
1997 09 26 14 54 26.98,Appennino umbro-marchigiano,,43.013,12.917,,4.31
1997 09 27 02 17 24.57,Appennino umbro-marchigiano,,43.095,12.892,,4.07
1997 09 27 04 57 15.60,Appennino umbro-marchigiano,,43.046,12.866,,3.9
1997 09 27 06 03 03.48,Appennino umbro-marchigiano,,43.057,12.789,,4.17
1997 09 27 08 08 07.92,Appennino umbro-marchigiano,,43.096,12.818,,4.34
1997 09 27 13 23 47.65,Appennino umbro-marchigiano,,42.919,12.871,,4.16
1997 09 27 17 13 03.70,Appennino umbro-marchigiano,,43.01,12.811,,4.17
1997 09 27 19 56 43.45,Appennino umbro-marchigiano,,43.036,12.826,,4.31
1997 09 28 03 51 33.05,Appennino umbro-marchigiano,,43.049,12.864,,3.88
1997 10 02 10 59 56.53,Appennino umbro-marchigiano,,43.105,12.778,,4.28
1997 10 02 19 38 02.29,Alta Valtiberina,55,43.627,12.172,,4.42
1997 10 02 21 38 42.65,Alta Valtiberina,,43.611,12.15,,4.34
1997 10 03 08 55 22.07,Appennino umbro-marchigiano,490,43.042,12.824,,5.22
1997 10 04 06 04 29.45,Valnerina,,42.929,12.904,,4.03
1997 10 04 06 49 59.51,Valnerina,,42.925,12.903,,4.38
1997 10 04 15 07 20.94,Valnerina,,42.916,12.917,,4.4
1997 10 04 16 13 32.92,Valnerina,,42.916,12.905,,4.66
1997 10 04 18 47 47.78,Valnerina,,42.923,12.903,,4.41
1997 10 06 23 24 53.29,Appennino umbro-marchigiano,437,43.027,12.846,,5.47
1997 10 07 01 24 34.51,Appennino umbro-marchigiano,,43.037,12.845,,4.17
1997 10 07 04 25 55.59,Appennino umbro-marchigiano,,43.01,12.865,,3.96
1997 10 07 05 09 56.87,Appennino umbro-marchigiano,,43.036,12.859,,4.49
1997 10 07 19 56 07.98,Appennino umbro-marchigiano,,42.98,12.878,,3.96
1997 10 11 03 20 57.19,Appennino umbro-marchigiano,,43.104,12.789,,3.96
1997 10 12 11 08 36.57,Valnerina,,42.906,12.92,,5.19
1997 10 12 11 12 29.90,Valnerina,,42.92,12.921,,4.29
1997 10 12 11 14 14.12,Valnerina,,42.963,13.057,,4.16
1997 10 12 18 12 04.64,Valnerina,,42.894,12.928,,4.02
1997 10 12 21 31 08.11,Valnerina,,42.874,12.955,,4.34
1997 10 12 21 52 35.23,Valnerina,,42.888,12.899,,4.34
1997 10 13 11 01 46.86,Valnerina,,42.864,12.946,,4.33
1997 10 13 13 09 21.06,Valnerina,,42.861,12.939,,4.36
1997 10 14 15 23 10.64,Valnerina,786,42.898,12.898,,5.62
1997 10 14 16 24 41.97,Valnerina,,42.922,12.896,,4.07
1997 10 14 19 34 18.55,Valnerina,,42.873,12.998,,4.02
1997 10 14 23 23 29.73,Appennino umbro-marchigiano,,42.956,12.872,,4.4
1997 10 15 11 51 46.33,Valnerina,,42.932,12.918,,4.36
1997 10 15 18 49 54.95,Appennino umbro-marchigiano,,43.014,12.858,,3.9
1997 10 15 22 53 10.54,Valnerina,,42.924,12.918,,4.36
1997 10 16 02 23 37.91,Valnerina,,42.921,12.941,,4.34
1997 10 16 04 52 55.70,Appennino umbro-marchigiano,,42.939,12.909,,4.05
1997 10 16 12 00 31.35,Appennino umbro-marchigiano,,43.043,12.884,,4.33
1997 10 16 17 31 44.42,Valnerina,,42.87,13.012,,4.26
1997 10 17 14 23 45.34,Valnerina,,42.875,12.966,,4.24
1997 10 19 16 00 17.60,Appennino umbro-marchigiano,,42.971,12.848,,4.23
1997 10 23 08 58 43.96,Appennino umbro-marchigiano,56,43.027,12.923,,3.86
1997 10 25 03 08 06.08,Valnerina,,42.817,13.059,,4.27
1997 11 06 02 20 26.80,Monti Tiburtini,91,41.988,12.769,05/06/20,4.19
1997 11 08 15 31 53.71,Valnerina,,42.863,12.974,,4.61
1997 11 09 16 34 48.65,Valnerina,,42.872,12.976,,3.86
1997 11 09 19 07 33.27,Valnerina,180,42.846,12.988,,4.87
1997 11 10 22 22 34.23,Valnerina,,42.826,12.964,,4
1997 11 27 07 02 35.13,Appennino umbro-marchigiano,,42.949,12.908,,4.1
1997 11 30 11 24 42.43,Valnerina,,42.842,12.99,,4.34
1997 12 07 06 34 24.35,Appennino umbro-marchigiano,,43.02,12.904,,3.94
1997 12 24 17 53 10.12,Garfagnana,98,44.168,10.487,5,4.33
1997 12 31 16 02 15.11,Valnerina,,42.848,12.998,,4.3
1998 01 02 07 31 33.11,Appennino umbro-marchigiano,,42.966,12.811,,3.89
1998 02 07 00 59 44.54,Appennino umbro-marchigiano,62,43.004,12.822,,4.41
1998 02 16 13 45 19.00,Valnerina,33,42.845,13.014,,3.75
1998 02 21 02 21 13.30,Pianura emiliana,104,44.777,10.723,5,3.93
1998 03 21 16 45 09.21,Appennino umbro-marchigiano,141,42.948,12.914,,5
1998 03 21 17 57 52.03,Appennino umbro-marchigiano,,42.954,12.915,,4.02
1998 03 22 13 02 24.48,Appennino umbro-marchigiano,,42.957,12.912,,3.86
1998 03 26 16 26 17.03,Appennino umbro-marchigiano,409,43.145,12.809,,5.26
1998 04 03 07 26 36.97,Appennino umbro-marchigiano,14,43.185,12.756,,5.1
1998 04 03 07 59 52.87,Appennino umbro-marchigiano,,43.193,12.755,,4.28
1998 04 03 08 20 42.76,Appennino umbro-marchigiano,,43.212,12.76,,3.9
1998 04 05 15 52 21.01,Appennino umbro-marchigiano,395,43.189,12.767,,4.78
1998 05 12 21 46 30.46,Monti Simbruini,48,41.967,13.305,5,3.77
1998 05 20 11 07 41.83,Colline Metallifere,31,43.081,10.81,04/05/20,4.19
1998 06 01 13 57 10.41,Appennino umbro-marchigiano,23,43.186,12.779,,4.02
1998 06 02 23 11 23.00,Appennino umbro-marchigiano,83,43.185,12.785,,4.25
1998 06 05 21 53 12.34,Appennino umbro-marchigiano,,43.184,12.793,,4.19
1998 06 25 00 32 52.55,Appennino umbro-marchigiano,,42.982,12.769,,3.98
1998 08 11 05 22 59.64,Appennino umbro-marchigiano,24,43.172,12.789,,3.26
1998 08 15 05 18 08.89,Reatino,233,42.362,13.056,05/06/20,4.42
1999 01 25 22 45 58.08,Appennino forlivese,97,43.98,11.962,5,4.36
1999 07 07 17 16 12.59,Frignano,32,44.292,10.852,5,4.67
1999 10 10 15 35 51.91,Alto Reatino,79,42.647,13.22,04/05/20,4.21
1999 11 29 03 20 33.86,Monti della Laga,62,42.834,13.174,05/06/20,4.15
2000 03 11 10 35 27.49,Valle dell'Aniene,214,41.964,13.013,6,4.25
2000 04 01 18 08 03.68,Monte Amiata,68,42.831,11.691,6,4.52
2000 05 02 08 48 50.89,Faentino,,44.203,11.924,,4.1
2000 05 06 22 07 03.78,Faentino,85,44.243,11.973,5,4.08
2000 05 07 00 44 50.17,Faentino,,44.202,11.884,,4.57
2000 05 08 12 29 56.20,Faentino,126,44.279,11.917,5,4.67
2000 05 09 17 51 21.02,Faentino,,44.235,11.919,,4.22
2000 05 10 16 52 11.60,Faentino,151,44.243,11.932,05/06/20,4.82
2000 05 11 11 57 16.32,Faentino,,44.274,11.904,,4.16
2000 05 12 11 26 39.23,Faentino,,44.315,11.939,,4.29
2000 05 22 15 48 21.40,Valle dell'Aniene,48,41.927,12.966,05/06/20,3.45
2000 05 28 09 29 11.41,Valle dell'Aniene,58,41.969,13.017,6,3.88
2000 06 11 23 00 35.08,Monte Subasio,,43.06,12.649,,4.28
2000 06 18 07 42 07.68,Pianura emiliana,304,44.785,10.746,05/06/20,4.4
2000 06 18 08 14 23.95,Pianura emiliana,,44.693,10.633,,4.88
2000 06 22 12 16 35.58,Bacino di Gubbio,107,43.345,12.433,5,4.47
2000 06 22 13 57 52.44,Appennino umbro-marchigiano,,43.11,12.886,,4.68
2000 06 27 06 39 20.91,Reatino,,42.459,12.746,,4.08
2000 06 27 07 32 31.75,Valle dell'Aniene,138,41.968,13.017,6,4.24
2000 06 27 07 54 39.04,Valle dell'Aniene,,41.802,12.923,,4.28
2000 08 01 02 34 31.00,Montefeltro,84,43.905,12.337,05/06/20,4.27
2000 08 08 21 40 07.08,Appennino umbro-marchigiano,,42.991,12.796,,4.08
2000 08 11 04 33 48.84,Appennino umbro-marchigiano,21,43.266,12.744,04/05/20,3.58
2000 09 02 05 17 02.41,Appennino umbro-marchigiano,115,43.174,12.922,5,4.4
2000 10 03 01 12 36.56,Frignano,62,44.333,10.656,5,4.22
2000 10 24 07 52 23.70,Monti Sibillini,65,43.002,13.251,5,4.11
2000 11 13 17 28 23.63,Valle dell'Aniene,29,41.971,12.99,5,3.57
2000 11 15 21 33 23.18,Aquilano,8,42.441,13.284,5,3.22
2000 12 16 07 31 07.66,Ternano,129,42.516,12.586,05/06/20,4.29
2001 03 23 00 50 16.08,Sabina,85,42.256,12.568,5,3.77
2001 04 16 08 51 53.56,Appennino umbro-marchigiano,31,43.246,12.793,04/05/20,3.57
2001 10 18 18 09 30.79,Valle del Salto,,42.291,13.153,,4.43
2001 11 26 00 56 55.46,Casentino,211,43.6,12.108,05/06/20,4.63
2001 12 20 01 54 09.07,Valle dell'Aniene,47,41.9,12.972,5,3.96
2002 02 21 14 36,Casentino,43,43.76,12.033,5,4.09
2002 06 08 20 13 07.10,Frignano,115,44.274,10.617,4,4.23
2002 06 18 22 23 38.10,Frignano,186,44.395,10.683,4,4.3
2002 06 19 22 11 15.57,Frignano,52,44.413,10.681,3,4.03
2002 11 02 10 57 44.89,Ferrarese,79,44.593,12.143,4,4.21
2003 01 26 19 57 03.21,Appennino forlivese,35,43.883,11.96,6,4.66
2003 01 26 20 01 15.42,Appennino forlivese,,43.887,11.95,,4.19
2003 01 26 20 15 03.07,Appennino forlivese,63,43.875,11.959,05/06/20,4.5
2003 01 29 23 50 16.38,Appennino forlivese,71,43.898,11.926,04/05/20,4.06
2003 05 25 17 15 13.95,Ascolano,88,42.998,13.676,04/05/20,3.81
2003 06 30 07 03 41.21,Costa pisano-livornese,,43.651,10.189,,4.17
2003 09 14 21 42 53.18,Appennino bolognese,133,44.255,11.38,6,5.24
2003 09 15 00 02 34.52,Appennino bolognese,,44.273,11.404,,4.01
2003 12 07 10 20 33.04,Forlivese,165,44.162,12.18,5,4.18
2004 10 05 23 00 21.21,Valle dell'Aniene,78,41.866,12.989,4,3.3
2004 12 09 02 44 25.29,Teramano,213,42.79,13.791,5,4.09
2005 04 12 00 31 51.61,Maceratese,131,43.094,13.379,4,3.74
2005 07 15 15 17 18.00,Forlivese,173,44.207,12.117,04/05/20,4.29
2005 12 15 13 28 39.59,Val Nerina,350,42.738,12.76,5,4.14
2006 04 10 19 03 36.67,Maceratese,211,43.396,13.488,5,4.06
2006 04 16 21 15 02.78,Appennino forlivese,,43.957,11.798,,4.46
2006 04 17 21 42 58.25,Costa pisano-livornese,,43.621,10.213,,4.16
2006 10 21 07 04 10.01,Anconetano,287,43.628,12.98,5,4.21
2007 03 29 04 37 29.89,Monti Sibillini,,42.829,13.202,,4.08
2007 05 09 06 03 49.66,Pianura emiliana,,44.801,10.478,,4.21
2007 10 21 03 55 36.43,Reatino,,42.401,12.963,,4.19
2007 12 28 04 05 43.55,Appennino parmense,,44.51,10.133,,4.18
2008 03 01 07 43 13.08,Mugello,,44.063,11.253,,4.72
2008 03 01 08 08 05.33,Mugello,,44.082,11.267,,4.04
2008 03 01 08 43 46.60,Mugello,,44.046,11.227,,4.24
2008 03 01 10 43 06.07,Mugello,,44.054,11.203,,4.05
2008 04 12 05 44 42.28,Colli Albani,,41.784,12.584,,4.12
2008 12 23 15 24 21.77,Parmense,291,44.544,10.345,06/07/20,5.36
2008 12 23 21 58 26.57,Parmense,,44.527,10.355,,4.81
2008 12 23 23 37 06.00,Parmense,,44.582,10.256,,4.08
2008 12 25 03 08 29.80,Parmense,,44.556,10.309,,4.09
2009 03 30 13 38 38.96,Aquilano,,42.321,13.376,,4.36
2009 04 05 20 20 53.35,Faentino,,44.23,11.913,,4.71
2009 04 05 20 48 54.49,Aquilano,,42.325,13.382,,4.14
2009 04 06 01 32 40.40,Aquilano,316,42.309,13.51,09/10/20,6.29
2009 04 06 01 36 29.19,Aquilano,,42.352,13.346,,4.76
2009 04 06 01 40 50.65,Aquilano,,42.417,13.402,,4.21
2009 04 06 01 41 37.77,Aquilano,,42.364,13.456,,4.42
2009 04 06 01 41 32.69,Aquilano,,42.377,13.319,,4.1
2009 04 06 01 42 49.97,Aquilano,,42.3,13.429,,4.19
2009 04 06 02 27 46.33,Aquilano,,42.366,13.319,,4.04
2009 04 06 02 37 04.25,Aquilano,,42.36,13.328,,5.07
2009 04 06 03 56 45.70,Aquilano,,42.335,13.386,,4.53
2009 04 06 04 47 53.65,Aquilano,,42.356,13.356,,4.02
2009 04 06 07 17 10.14,Aquilano,,42.356,13.383,,4.25
2009 04 06 16 38 09.73,Aquilano,,42.363,13.339,,4.44
2009 04 06 23 15 36.76,Aquilano,,42.463,13.385,,5.09
2009 04 07 09 26 28.61,Aquilano,,42.336,13.387,,5.08
2009 04 07 17 47 37.34,Aquilano,,42.303,13.486,,5.54
2009 04 07 21 34 29.77,Aquilano,,42.364,13.365,,4.53
2009 04 08 04 27 41.21,Aquilano,,42.29,13.462,,4
2009 04 08 22 56 50.19,Aquilano,,42.497,13.367,,4.11
2009 04 09 00 52 59.69,Aquilano,,42.489,13.351,,5.39
2009 04 09 03 14 52.26,Aquilano,,42.335,13.444,,4.38
2009 04 09 04 32 45.05,Aquilano,,42.445,13.434,,4.3
2009 04 09 13 19 33.83,Aquilano,,42.341,13.259,,4
2009 04 09 19 38 16.96,Aquilano,,42.504,13.35,,5.21
2009 04 13 21 14 24.47,Aquilano,,42.498,13.377,,5.02
2009 04 14 13 56 21.21,Aquilano,,42.542,13.32,,4
2009 04 15 22 53 07.56,Aquilano,,42.515,13.33,,4.12
2009 04 23 15 14 08.31,Aquilano,,42.247,13.484,,4.11
2009 04 23 21 49 00.84,Aquilano,,42.228,13.486,,4.31
2009 06 22 20 58 40.27,Aquilano,,42.445,13.354,,4.68
2009 07 03 11 03 07.59,Aquilano,,42.391,13.382,,4.05
2009 07 12 08 38 51.37,Aquilano,,42.328,13.379,,4.35
2009 07 31 11 05 39.99,Aquilano,,42.248,13.495,,4.08
2009 09 14 20 04 31.03,Mugello,,44.025,11.275,,4.4
2009 09 20 03 50 17.32,Maceratese,,43.399,13.418,,4.65
2009 09 24 16 14 57.56,Aquilano,,42.452,13.352,,4.19
2009 12 15 13 11 58.98,Valle del Tevere,26,43.007,12.271,7,4.23
2010 01 12 08 25 11.32,Maceratese-fermano,,43.119,13.451,,4.22
2010 01 12 13 35 45.29,Maceratese-fermano,,43.135,13.433,,4.16
2010 04 15 01 47 36.45,Alta Valtiberina,,43.468,12.425,,4.02
2010 08 28 07 08 03.25,Valle Umbra,,42.834,12.654,,4.16
2010 08 31 07 12 52.44,Aquilano,,42.516,13.226,,4.12
2010 09 05 07 07 23.42,Appennino forlivese,,44.126,12.156,,4
2010 10 13 22 43 14.74,Costa romagnola,,44.205,12.383,,4.08
2011 05 24 22 03 51.98,Appennino forlivese,,43.867,12.033,,4.15
2011 07 12 06 53 22.47,Appennino forlivese,,43.927,11.855,,4.29
2011 07 12 07 15 08.33,Appennino forlivese,,43.934,11.856,,4.18
2011 07 17 18 30 27.31,Pianura lombardo-veneta,73,45.01,11.367,5,4.79
2012 05 19 23 13 25.62,Pianura emiliana,,44.91,11.247,,4.25
2012 05 20 02 03 50.17,Pianura emiliana,53,44.895,11.263,7,6.09
2012 05 20 02 06 12.05,Pianura emiliana,,44.878,11.12,,4.95
2012 05 20 02 06 26.47,Pianura emiliana,,44.905,11.165,,4.95
2012 05 20 02 07 28.95,Pianura emiliana,,44.873,11.27,,5.17
2012 05 20 02 09 48.35,Pianura emiliana,,44.833,11.34,,4.42
2012 05 20 02 11 45.55,Pianura emiliana,,44.86,11.341,,4.42
2012 05 20 02 12 40.47,Pianura emiliana,,44.87,11.219,,4.42
2012 05 20 02 20 56.52,Pianura emiliana,,44.851,10.948,,4.14
2012 05 20 02 21 50.49,Pianura emiliana,,44.89,11.115,,4.24
2012 05 20 02 25 01.93,Pianura emiliana,,44.85,11.305,,4.04
2012 05 20 02 35 32.44,Pianura emiliana,,44.824,11.478,,4.25
2012 05 20 02 39 07.41,Pianura emiliana,,44.881,11.227,,4.13
2012 05 20 03 02 47.09,Pianura emiliana,,44.859,11.152,,5.04
2012 05 20 09 13 18.49,Pianura emiliana,,44.868,11.236,,4.22
2012 05 20 10 12 18.51,Pianura emiliana,,44.892,11.137,,4.21
2012 05 20 13 18 01.77,Pianura emiliana,,44.813,11.44,,5.16
2012 05 20 13 21 05.31,Pianura emiliana,,44.833,11.351,,4.21
2012 05 20 17 37 14.14,Pianura emiliana,,44.865,11.305,,4.5
2012 05 20 17 38 14.38,Pianura emiliana,,44.879,11.253,,4.56
2012 05 21 16 37 31.36,Pianura emiliana,,44.865,11.305,,4.12
2012 05 23 21 41 18.21,Pianura emiliana,,44.846,11.243,,4.11
2012 05 25 10 31 22.70,Pianura emiliana,,44.841,11.222,,4.03
2012 05 27 20 25 42.74,Pianura emiliana,,44.856,11.167,,4.03
2012 05 29 07 00 02.88,Pianura emiliana,87,44.841,11.065,07/08/20,5.9
2012 05 29 07 07 20.91,Pianura emiliana,,44.846,10.99,,4.1
2012 05 29 08 25 51.48,Pianura emiliana,,44.864,10.947,,4.65
2012 05 29 08 27 22.65,Pianura emiliana,,44.883,11.041,,4.64
2012 05 29 08 40 57.44,Pianura emiliana,,44.869,10.966,,4.27
2012 05 29 08 41 42.33,Pianura emiliana,,44.877,10.946,,4.21
2012 05 29 09 29 37.09,Pianura emiliana,,44.883,11.002,,4.21
2012 05 29 10 03 25.76,Pianura emiliana,,44.857,11.1,,4.1
2012 05 29 10 55 56.55,Pianura emiliana,,44.865,10.979,,5.5
2012 05 29 11 00 01.68,Pianura emiliana,,44.855,10.941,,4.95
2012 05 29 11 00 22.99,Pianura emiliana,,44.866,10.976,,4.88
2012 05 29 11 07 04.63,Pianura emiliana,,44.893,11.033,,4.18
2012 05 29 14 39 40.28,Pianura emiliana,,44.89,11.027,,4.03
2012 05 30 06 00 33.43,Pianura emiliana,,44.9,10.934,,4.05
2012 05 31 19 04 04.00,Pianura emiliana,,44.881,10.984,,4.04
2012 06 03 19 20 43.39,Pianura emiliana,,44.886,10.95,,4.9
2012 06 06 04 08 31.41,Ravenna,,44.399,12.322,,4.21
2012 06 12 01 48 36.14,Modenese,,44.89,10.921,,4.16
2012 12 05 01 18 20.29,Ascolano,,42.915,13.661,,4.29
2013 01 25 14 48 18.27,Garfagnana,,44.164,10.445,,5.01
2013 06 13 05 44 54.60,Costa anconetana,,43.514,13.733,,4.1
2013 06 21 10 33 56.07,Lunigiana,27,44.131,10.136,6,5.36
2013 06 21 12 12 39.66,Lunigiana,,44.162,10.135,,4.3
2013 06 23 15 01 33.86,Lunigiana,,44.168,10.2,,4.63
2013 06 30 14 40 08.48,Lunigiana,,44.159,10.186,,4.77
2013 07 11 04 32 20.94,Appennino forlivese,,43.816,12.055,,4.21
2013 07 21 01 32 24.24,Costa anconetana,,43.508,13.722,,5.14
2013 07 21 03 07 24.44,Costa anconetana,,43.502,13.715,,4.19
2013 08 22 06 44 51.58,Costa anconetana,,43.539,13.723,,4.45
2013 12 18 10 58 51.24,Bacino di Gubbio,,43.371,12.533,,4.1
2013 12 22 10 06 35.69,Bacino di Gubbio,,43.381,12.519,,4.22
2014 09 07 10 45 01.23,Appennino tosco-emiliano,,44.119,10.672,,4.4
2014 12 19 09 39 41.29,Val di Pesa,,43.603,11.24,,4.16
2014 12 19 10 36 30.62,Val di Pesa,,43.606,11.24,,4.33
2015 01 23 06 51 20.34,Appennino bolognese,,44.127,11.12,,4.46
2015 03 04 00 00 04.35,Valdelsa,,43.603,11.175,,3.99
2015 04 24 15 02 53.60,Faentino,,44.249,11.908,,4.19
2015 05 29 13 07 57.49,Adriatico centrale,,42.948,14.305,,4.55
2015 09 13 01 04 34.97,Val di Pesa,,43.604,11.23,,4.01
2016 05 30 20 24 20.46,Orvietano,,42.7,11.976,,4.37
2016 06 23 14 37 56.19,Lunigiana,,44.16,9.922,,4.11
2016 08 24 01 36 32.00,Monti della Laga,221,42.698,13.233,10,6.18
2016 08 24 01 37 26.58,Monti della Laga,,42.712,13.253,,4.63
2016 08 24 01 41 38.90,Valnerina,,42.78,13.168,,3.99
2016 08 24 01 56 00.58,Monti della Laga,,42.6,13.276,,4.54
2016 08 24 02 01 08.12,Monti Sibillini,,42.798,13.241,,3.99
2016 08 24 02 05 55.86,Monti della Laga,,42.616,13.281,,3.99
2016 08 24 02 33 28.89,Valnerina,,42.792,13.15,,5.55
2016 08 24 02 59 35.24,Valnerina,,42.798,13.131,,4.09
2016 08 24 03 40 10.93,Monti della Laga,,42.614,13.243,,4.32
2016 08 24 04 06 50.98,Valnerina,,42.771,13.123,,4.64
2016 08 24 11 50 30.56,Valnerina,,42.819,13.16,,4.73
2016 08 24 14 02 20.78,Monti Sibillini,,42.799,13.24,,3.97
2016 08 24 17 46 09.50,Alto Reatino,,42.658,13.214,,4.47
2016 08 24 23 22 05.83,Alto Reatino,,42.653,13.209,,4.19
2016 08 25 03 17 16.70,Monti della Laga,,42.745,13.192,,4.57
2016 08 25 04 51 40.16,Monti della Laga,,42.632,13.326,,3.95
2016 08 25 12 36 05.21,Monti della Laga,,42.6,13.282,,4.6
2016 08 26 04 28 25.91,Monti della Laga,,42.604,13.291,,4.94
2016 08 27 02 50 59.31,Monti Sibillini,,42.842,13.237,,4.28
2016 08 28 15 55 35.39,Monti Sibillini,,42.823,13.232,,4.33
2016 08 31 11 26 01.47,Valnerina,,42.831,13.126,,4.1
2016 09 03 01 34 12.15,Valnerina,,42.769,13.132,,4.43
2016 09 03 10 18 51.21,Monti Sibillini,,42.86,13.217,,4.48
2016 09 15 14 40 52.53,Valnerina,,42.768,13.133,,3.97
2016 09 19 23 34 25.13,Monti della Laga,,42.673,13.277,,4
2016 10 08 18 11 09.67,Monti della Laga,,42.738,13.185,,4.1
2016 10 16 09 32 35.48,Valnerina,,42.747,13.175,,4.23
2016 10 25 16 53 00.97,Valdelsa,,43.606,11,,4.08
2016 10 26 17 10 36.15,Valnerina,,42.878,13.127,,4.63
2016 10 26 17 10 36.98,Valnerina,,42.874,13.124,,5.51
2016 10 26 19 18 05.91,Valnerina,,42.902,13.127,,4.63
2016 10 26 19 18 07.42,Valnerina,77,42.904,13.09,,6.07
2016 10 26 21 42 01.94,Valnerina,,42.864,13.122,,4.77
2016 10 27 03 19 27.13,Valnerina,,42.842,13.142,,4.21
2016 10 27 03 50 24.07,Appennino Umbro-marchigiano,,42.984,13.12,,4.32
2016 10 27 08 21 45.61,Valnerina,,42.874,13.099,,4.48
2016 10 27 17 22 22.93,Valnerina,,42.839,13.098,,4.4
2016 10 27 17 23 43.32,Valnerina,,42.848,13.108,,3.99
2016 10 29 16 24 33.17,Valnerina,,42.811,13.094,,4.34
2016 10 30 06 40 17.32,Valnerina,379,42.83,13.109,,6.61
2016 10 30 06 41 17.01,Valnerina,,42.772,13.135,,4.42
2016 10 30 06 42 27.47,Valnerina,,42.879,13.056,,3.99
2016 10 30 06 43 08.81,Valnerina,,42.766,13.138,,4.1
2016 10 30 06 44 30.67,Valnerina,,42.854,13.085,,4.53
2016 10 30 06 48 52.71,Monti della Laga,,42.682,13.2,,3.99
2016 10 30 06 55 54.21,Monti Sibillini,,42.75,13.23,,4.21
2016 10 30 06 56 05.78,Valnerina,,42.799,13.107,,4.31
2016 10 30 06 59 31.50,Monti Sibillini,,42.851,13.211,,3.99
2016 10 30 07 01 32.69,Monti Sibillini,,42.776,13.222,,4.1
2016 10 30 07 03 22.58,Valnerina,,42.805,13.121,,3.99
