Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1950 04 10 03 55,Stretto di Messina,2,38.147,15.601,04/05/20,3.93
1950 07 18 23 52 41.00,Sicilia nord-orientale,27,38.146,15.434,05/06/20,4.71
1950 12 09 14 45 38.00,Stretto di Messina,6,38.131,15.505,05/06/20,4.4
1952 03 01 12 29,Etna - Rocca D'Api (Zafferana E.),22,37.686,15.124,06/07/20,3.47
1952 03 02 14 14,Etna - Rocca D'Api (Zafferana E.),20,37.683,15.123,06/07/20,3.47
1952 03 19 08 13,Etna - Linera (S. Venerina),105,37.66,15.147,07/08/20,4.03
1953 02 25 00 07 46.00,Vibonese,56,38.676,16.065,05/06/20,4.88
1955 02 01 04 25,Etna - Pedara,1,37.618,15.061,05/06/20,2.91
1955 02 02 05 00,Etna - Pedara,6,37.63,15.066,05/06/20,2.91
1955 07 03 23 55 34.00,Golfo di Policastro,26,40.093,15.595,5,4.19
1955 07 23 21 05,Sila Greca,11,39.58,16.417,6,4.64
1957 03 03 09 27,Etna - Zafferana Etnea,18,37.692,15.104,06/07/20,3.47
1957 05 20 19 57 38.05,Tirreno meridionale,3,38.505,14.191,,5.19
1957 05 21 11 44 04.00,Tirreno meridionale,2,38.726,14.17,,5.3
1958 07 13 20 48,Sila Piccola,50,39.005,16.61,05/06/20,4.56
1958 10 27 10 09,Catanzarese,62,38.992,16.488,05/06/20,4.59
1959 11 14 20 38,Etna - Zafferana Etnea,2,37.692,15.104,06/07/20,3.47
1959 12 23 09 29,Piana di Catania,108,37.357,14.908,06/07/20,5.11
1960 04 16 01 15,Isola di Stromboli,2,38.797,15.214,6,4.63
1960 07 25 06 18,Etna - Zafferana Etnea,5,37.691,15.101,06/07/20,3.47
1961 03 24 10 36,Calabria meridionale,59,38.174,15.654,05/06/20,4.62
1963 06 13 08 37 40.00,Isole Eolie,9,38.566,14.825,6,4.67
1963 09 30 22 25,Ionio meridionale,,37.5,15.8,,5.05
1963 11 12 08 22 33.00,Valle del Crati,15,39.565,16.268,5,4.31
1964 06 04 00 31 59.00,Vallo di Diano,7,40.348,15.678,05/06/20,4.59
1964 10 04 01 46 50.40,Tirreno meridionale,,39.12,15.45,,4.26
1965 04 12 13 06 38.40,Tirreno meridionale,,39.1,14.1,,4.36
1965 10 01 18 38 30.00,Cosentino,7,39.393,16.217,04/05/20,3.93
1967 02 14 14 42 26.20,Isole Eolie,,38.45,15.06,,4.26
1967 08 15 07 06 30.30,Tirreno meridionale,7,38.71,15.28,,4.57
1967 09 07 14 09 03.60,Sicilia orientale,,37.85,15.24,,4.36
1967 10 31 21 08 07.00,Monti Nebrodi,60,37.862,14.413,8,5.33
1968 02 12 10 18 50.00,Ionio settentrionale,,37.96,17.87,,5.4
1968 03 22 19 29 58.00,Basilicata meridionale,3,40.086,15.871,5,4.21
1968 04 21 21 09 48.00,Tirreno meridionale,,39.82,14.88,,4.26
1968 05 19 09 37 32.00,Tirreno meridionale,11,38.52,14.82,,4.9
1968 06 16 13 03 22.00,Monti Nebrodi,4,37.78,14.65,,5.15
1968 07 17 19 11 10.00,Calabria centrale,27,38.625,16.129,5,4.3
1968 10 01 16 31 03.20,Campania meridionale,,40.19,15.39,,4.36
1969 03 29 01 43 38.70,Tirreno centrale,,40.04,15.1,,4.68
1969 04 02 01 38 02.20,Tirreno meridionale,,38.98,15.24,,4.79
1969 07 02 10 31 21.00,Calabria settentrionale,,39.51,16.64,,4.57
1969 10 23 02 12 47.90,Tirreno meridionale,,38.61,15.27,,4.26
1969 11 05 10 02,Etna - S. Tecla (Acireale),1,37.637,15.176,05/06/20,2.91
1970 01 29 11 09 24.50,Tirreno meridionale,,38.75,14.83,,4.68
1970 04 02 21 26 39.50,Tirreno meridionale,,38.29,14.28,,4.68
1970 06 05 09 20 56.10,Tirreno meridionale,,39.18,15.54,,4.36
1970 06 29 14 22 52.00,Catanzarese,19,38.968,16.582,4,3.8
1970 08 16 10 45 22.10,Ionio meridionale,5,37.88,16.46,,4.36
1971 02 03 04 53 33.18,Tirreno meridionale,12,38.678,14.224,,4.57
1971 02 19 18 50 21.00,Monti Peloritani,17,38.051,15.182,5,4.54
1971 04 21 16 30,Etna - Fondo Macchia (Giarre),11,37.714,15.148,8,4.31
1971 04 25 04 39 28.91,Tirreno meridionale,,39.299,15.257,,4.46
1971 11 29 18 49 35.37,Alta Val d'Agri,17,40.336,15.773,5,4.5
1973 04 13 08 12 57.00,Sila Piccola,19,39.046,16.772,6,4.62
1973 08 03 19 49,Etna - S. Maria Ammalati (Acireale),35,37.65,15.157,7,3.75
1973 08 18 22 38,Etna - Guardia (Acireale),18,37.666,15.165,7,3.75
1973 08 21 23 00,Etna - Guardia (Acireale),2,37.658,15.172,05/06/20,2.91
1973 12 20 17 44 25.51,Tirreno meridionale,,38.764,14.796,,5.02
1974 01 24 13 19 23.40,Tirreno meridionale,,39.852,14.579,,4.26
1974 02 11 23 45,Etna - Ragalna,3,37.64,14.956,6,3.19
1974 02 14 10 48,Etna - Rocca (Ragalna ),3,37.642,14.957,05/06/20,2.91
1974 02 27 23 13 04.07,Ionio meridionale,,37.544,15.468,,4.36
1974 03 26 22 30,Etna - Sciara (Giarre),2,37.726,15.149,6,3.19
1974 03 28 21 34,Etna - Versante meridionale,7,37.7,14.998,6,3.19
1974 04 21 04 00 04.14,Costa crotonese,1,38.864,17.532,,3.55
1974 05 18 08 43,Etna - Nicolosi,5,37.615,15.029,05/06/20,2.91
1974 06 17 19 25 55.77,Ionio settentrionale,,38.962,17.816,,3.88
1974 07 22 07 19 32.68,Tirreno meridionale,,39.245,15.375,,4.57
1975 01 16 00 09 45.00,Stretto di Messina,346,38.114,15.643,07/08/20,5.18
1975 08 10 20 55 50.94,Tirreno meridionale,,38.534,15.597,,4.68
1976 04 06 09 08 58.16,Tirreno meridionale,,38.75,16.066,,4.9
1976 09 21 15 01 49.97,Tirreno meridionale,,38.738,14.682,,4.79
1977 02 21 18 06,Etna - Ragalna,5,37.637,14.95,05/06/20,2.91
1977 06 05 13 59,Monti Nebrodi,108,37.893,14.344,06/07/20,4.61
1977 06 20 02 04 10.57,Tirreno meridionale,,39.208,15.698,,4.26
1977 06 28 07 12 49.01,Isole Eolie,,38.603,14.698,,5.27
1977 08 15 21 10 32.51,Calabria centrale,37,38.789,17.026,,5.21
1977 12 20 20 04 14.70,Golfo di Gioia,,38.443,15.696,,4.79
1977 12 30 17 35 08.90,Golfo di Policastro,,39.98,15.449,,5.9
1977 12 30 18 08 50.71,Golfo di Policastro,,39.944,15.446,,4.79
1978 03 11 19 20 48.41,Aspromonte,126,38.055,16.073,8,5.22
1978 04 15 23 33 48.15,Golfo di Patti,330,38.385,15.086,8,6.03
1978 04 15 23 37 47.42,Golfo di Patti,,38.396,15.22,,4.68
1978 05 11 02 46 58.51,Golfo di Patti,,38.297,15.125,,4.64
1978 05 17 08 57,Etna - Versante orientale,3,37.692,15.104,05/06/20,2.91
1979 01 16 19 27 10.13,Golfo di Patti,11,38.291,15.033,5,4.35
1979 03 22 19 32 44.90,Tirreno meridionale,,38.714,15.952,,4.79
1979 03 25 11 36 25.89,Tirreno meridionale,,39.368,15.211,,4.68
1979 09 21 23 47 35.77,Tirreno meridionale,,38.945,14.709,,4.57
1980 02 04 02 30 24.74,Isole Eolie,,38.521,15.066,,4.57
1980 02 20 02 34 01.00,Cosentino,34,39.327,16.221,06/07/20,4.42
1980 03 01 19,Catanzarese,20,38.965,16.482,5,4.36
1980 03 09 12 03 39.00,Pollino,10,40.019,16.053,05/06/20,4.71
1980 05 14 01 41,Alta Val d'Agri,26,40.378,15.801,05/06/20,4.83
1980 05 28 19 51 20.04,Tirreno meridionale,44,38.483,14.27,05/06/20,5.66
1980 05 31 11 41 13.65,Tirreno meridionale,,38.272,14.415,,4.38
1980 06 01 02 32 51.71,Tirreno meridionale,,38.369,14.317,,4.78
1980 08 21 15 57,Etna - Tremestieri Etneo,3,37.578,15.066,5,2.63
1980 08 22 23 28,Etna - C.da Pizzo Carammo (Mascalucia),5,37.582,15.057,05/06/20,2.91
1980 08 23 07 52,Etna - C.da Pizzo Carammo (Mascalucia),17,37.587,15.061,6,3.19
1980 09 16 02 30,Etna - C.da Trigona (Trecastagni),22,37.605,15.079,6,3.19
1980 09 28 15 04,Etna - C.da Inchiuso (S. Giovanni la Punta),27,37.592,15.085,6,3.62
1980 11 24 02 39 21.14,Tirreno meridionale,,39.041,14.573,,4.36
1980 11 26 01 38,Etna - Fornazzo (Milo),21,37.733,15.123,06/07/20,3.47
1980 12 09 05 50 11.00,Golfo di Sant'Eufemia,15,38.779,16.185,06/07/20,4.67
1981 01 08 16 36,Etna - Piano Pernicana (Linguaglossa),1,37.808,15.074,6,3.19
1981 02 18 19 52 52.82,Sicilia centro-settentrionale,,37.775,14.763,,4.36
1984 03 17 14 55 05.00,Etna - Versante nord-occidentale,,37.772,14.964,,3.28
1981 04 05 10 12 46.99,Golfo di Patti,,38.322,15.01,,4.32
1981 04 30 12 32,Etna - Pozzillo (Acireale),29,37.66,15.198,6,3.96
1981 05 10 02 44 42.10,Tirreno meridionale,,39.559,15.349,,4.57
1981 06 19 16 51 27.91,Ionio settentrionale,,38.076,16.74,,4.31
1981 06 22 09 36 17.48,Tirreno meridionale,,38.439,14.1,,4.77
1981 07 03 13 05,Etna - Linera (S. Venerina),1,37.666,15.137,05/06/20,2.91
1981 07 07 21 38,Etna - Rondinella (S. Venerina),26,37.693,15.144,05/06/20,3.73
1981 07 19 12 56,Etna - Sciara (Giarre),17,37.726,15.15,05/06/20,2.91
1981 07 29 14 08,Etna - Pozzillo (Acireale),24,37.669,15.193,05/06/20,3.73
1981 09 01 23 32,Etna - S. Maria Ammalati (Acireale),44,37.649,15.15,05/06/20,2.91
1981 09 03 23 29 19.33,Tirreno meridionale,,38.477,15.719,,4.68
1981 09 13 04 49,Etna - S. Maria Ammalati (Acireale),56,37.647,15.161,06/07/20,3.62
1981 10 11 23 48 56.86,Tirreno meridionale,,38.674,14.576,,4.26
1981 12 20 02 41 53.46,Val d'Agri,,40.3,15.919,,4.26
1982 03 21 09 44 01.59,Golfo di Policastro,125,39.841,15.747,07/08/20,5.23
1982 03 30 02 16 55.25,Tirreno meridionale,,38.498,15.622,,4.9
1982 06 04 09 38,Etna - Ragalna,16,37.655,14.975,6,3.5
1982 06 21 04 18 37.49,Isole Eolie,,38.62,14.728,,4.36
1982 07 06 14 37,Etna - C.da Algerazzi (Zafferana E.),150,37.707,15.11,7,3.27
1982 07 07 23 45,Etna - Piano Pernicana (Linguaglossa),1,37.808,15.069,6,3.19
1982 07 27 00 28 01.83,Tirreno meridionale,,38.536,15.391,,4.07
1982 09 13 19 50 56.87,Tirreno meridionale,,39.168,15.511,,4.07
1982 10 21 06 58 55.17,Sicilia settentrionale,1,38.042,14.801,6,4.29
1983 03 27 08 05 06.32,Etna - C.da Calcerana (Adrano),18,37.683,14.908,06/07/20,3.47
1983 05 13 01 35 01.00,Monti Madonie,6,37.989,14.333,4,4.16
1983 07 20 22 03 30.04,Etna - Viagrande,106,37.613,15.101,07/08/20,4.3
1983 10 31 23 28 35.18,Tirreno meridionale,,39.126,15.998,,4.68
1983 11 30 14 25,Etna - Ballo (Zafferana E.),45,37.687,15.113,05/06/20,2.8
1984 01 05 12 39 39.00,Lagonegrese,18,40.087,15.719,5,4.09
1984 03 21 01 12 43.67,Tirreno meridionale,,39.419,15.229,,5.21
1984 04 15 03 10 45.17,Etna - Vallone Licodia (S. Maria Licodia),19,37.627,14.906,06/07/20,3.5
1984 06 17 16 51 52.20,Etna - S. Maria la Stella (Aci S. Antonio),15,37.628,15.136,05/06/20,3.5
1984 06 19 15 19 29.91,Etna - Fiandaca (Acireale),46,37.636,15.131,7,3.96
1984 06 23 00 37 03.06,Sila Greca,,39.495,16.668,,4.22
1984 08 22 14 53 46.46,Tirreno meridionale,,39.637,14.907,,4.16
1984 10 18 11 58 51.97,Etna - Piano Pernicana (Linguaglossa),15,37.808,15.075,6,3.9
1984 10 19 17 43 14.14,Etna - Zafferana Etnea,124,37.708,15.079,7,4.55
1984 10 23 20 49 30.48,Golfo di Taranto,,39.804,16.721,,4.07
1984 10 25 01 11 52.10,Etna - Fleri (Zafferana E.),122,37.66,15.095,8,4.43
1984 10 30 14 39 49.46,Tirreno meridionale,,39.638,15.608,,4.9
1984 11 07 08 56 29.64,Etna - Pedara,15,37.625,15.071,05/06/20,3.73
1984 11 09 01 43,Etna - Petrulli (Zafferanan E.),2,37.704,15.123,05/06/20,2.91
1984 11 24 11 13,Etna - Piano Pernicana (Linguaglossa),3,37.798,15.068,05/06/20,4.08
1985 03 23 06 43 56.13,Etna - Torre Del Grifo (Mascalucia),18,37.595,15.047,05/06/20,3.27
1985 04 24 11 30 23.35,Tirreno meridionale,,38.923,15.66,,4.07
1985 05 14 05 44 36.14,Stretto di Messina,3,38.206,15.683,04/05/20,3.84
1985 06 13 21 18 25.58,Etna - Versante occidentale,57,37.672,14.901,6,3.96
1985 10 03 17 42 22.65,Ionio meridionale,,37.696,16.256,,4.08
1985 10 10 19 26 07.88,Etna - Linera (S. Venerina),39,37.673,15.136,05/06/20,3.85
1985 12 25 02 39 57.99,Etna - Piano Provenzana (Linguaglossa),20,37.805,15.048,7,4.2
1985 12 26 02 34 03.38,Etna - S. Alfio,14,37.725,15.134,7,4.4
1986 01 08 15 04 48.80,Tirreno meridionale,,39.437,15.384,,4.36
1986 01 08 18 54,Etna - Ragalna,1,37.634,14.943,05/06/20,3.73
1986 01 11 10 00 30.26,Etna - Versante sud-occidentale,5,37.631,14.886,06/07/20,3.85
1986 01 12 06 29 54.02,Etna - Bongiardo (S. Venerina),26,37.687,15.134,6,3.73
1986 01 12 23 37 39.85,Etna - S. Venerina,53,37.69,15.134,06/07/20,3.96
1986 01 18 00 16 03.39,Etna - Dagala (S. Venerina),35,37.699,15.137,05/06/20,3.62
1986 01 18 21 41 34.24,Etna - Dagala (S. Venerina),6,37.697,15.137,05/06/20,3.6
1986 01 21 00 01 59.73,Etna - Ragalna,1,37.653,14.969,05/06/20,3.73
1986 01 29 09 07 53.57,Etna - Nicolosi,27,37.613,15.026,6,3.96
1986 02 01 22 52 30.19,Etna - S. Giovanni Bosco (Acireale),48,37.655,15.164,06/07/20,3.85
1986 02 02 16 10 04.91,Etna - S. Giovanni Bosco (Acireale),63,37.653,15.163,7,4.08
1986 02 22 16 55 02.78,Etna - C.da Calcerana (Adrano),2,37.684,14.894,6,3.5
1986 02 22 17 02 20.69,Etna - C.da Calcerana (Adrano),2,37.673,14.911,6,3.5
1986 04 01 03 55 56.44,Tirreno meridionale,,39.213,15.406,,4.57
1986 08 11 22 49 05.10,Tirreno meridionale,,39.114,15.352,,4.46
1986 09 08 22 21 14.12,Tirreno meridionale,,39.446,15.626,,4.26
1986 09 19 12 36 45.32,Tirreno meridionale,,39.207,15.852,,4.93
1986 09 27 18 08 17.03,Tirreno meridionale,,38.736,15.277,,5.25
1986 10 05 11 28 43.83,Etna - Versante meridionale,19,37.741,14.878,05/06/20,3.27
1986 10 29 23 18 07.29,Etna - Piano Provenzana (Linguaglossa),74,37.806,15.051,7,3.9
1986 11 03 06 32 55.63,Etna - C.da Algerazzi (Zafferana E.),86,37.72,15.108,06/07/20,3.4
1986 11 30 03 19 11.04,Isole Eolie,,38.571,14.941,,4.79
1986 12 04 12 50,Etna - C.da Caramma (Acireale),25,37.642,15.167,05/06/20,2.91
1987 01 29 08 06 44.42,Tirreno meridionale,,38.746,14.826,,4.07
1987 02 02 16 08 44.20,Sicilia centro-orientale,22,37.747,14.711,,4.44
1987 04 04 17 38 17.97,Tirreno meridionale,,38.935,15.688,,4.26
1987 05 06 18 20 31.00,Etna - Vallone Licodia (S. Maria Licodia),13,37.648,14.923,05/06/20,3.1
1987 05 24 13 13 56.33,Tirreno meridionale,,39.437,14.977,,4.16
1987 08 13 07 22 09.91,Etna - Maletto,35,37.752,15.006,6,4.75
1987 10 27 18 20 33.88,Tirreno meridionale,,39.639,15.622,,4.68
1987 12 15 07 35 42.18,Tirreno meridionale,,39.05,15.564,,4.68
1988 01 08 13 05 46.75,Pollino,169,40.011,15.94,7,4.7
1988 01 12 23 01 00.68,Cilento,74,40.308,15.461,6,4.52
1988 03 08 19 02 45.31,Tirreno meridionale,,39.778,15.377,,4.46
1988 03 30 11 19 27.06,Tirreno meridionale,,38.406,14.764,,4.35
1988 04 01 23 43 23.41,Etna - Versante orientale,30,37.713,15.122,06/07/20,3.1
1988 04 13 21 28 27.56,Golfo di Taranto,272,39.682,16.879,06/07/20,4.86
1988 06 19 01 44 23.00,Etna - Versante settentrionale,37,37.838,15.095,6,3.5
1988 08 04 03 57 26.43,Tirreno meridionale,,39.36,14.213,,4.26
1988 10 28 18 48 45.00,Etna - Piano Pernicana (Linguaglossa),66,37.807,15.079,6,3.62
1988 11 21 02 19 54.99,Etna - C.da Trigona (Trecastagni),21,37.604,15.08,6,2.8
1988 12 19 02 22 12.31,Etna - Ballo (Zafferana E.),49,37.695,15.106,05/06/20,3.38
1989 01 29 07 30 32.89,Etna - Codavolpe (S. Venerina),78,37.705,15.165,7,3.4
1989 02 16 19 27 03.62,Etna - Fondo Macchia (Giarre),23,37.719,15.149,05/06/20,2.92
1989 03 27 06 08 35.92,Catanzarese,11,38.875,16.467,5,3.45
1989 06 28 21 36 30.45,Etna - Zafferana Etnea,32,37.693,15.101,05/06/20,2.8
1989 07 27 15 08 51.00,Etna - Caselle (Milo),55,37.725,15.117,6,3.15
1989 11 21 18 36 06.41,Aspromonte,23,38.107,15.792,05/06/20,4.19
1990 01 24 03 51 08.32,Crotonese,21,39.113,16.773,05/06/20,3.26
1990 01 24 04 45 04.02,Crotonese,63,39.129,16.96,5,4.43
1990 01 24 16 18 59.77,Crotonese,26,39.165,16.787,05/06/20,4.01
1990 01 24 16 40 11.30,Crotonese,8,38.811,17.032,04/05/20,3.47
1990 02 15 04 56 14.20,Isole Eolie,,38.698,15.242,,4.57
1990 03 28 05 47 31.26,Golfo di Patti,38,38.187,14.983,5,4.39
1990 08 01 20 33 20.66,Tirreno meridionale,,38.815,14.768,,4.16
1990 11 29 08 30 10.02,Golfo di Policastro,,39.96,15.767,,4.26
1990 12 13 00 24 25.68,Sicilia sud-orientale,304,37.306,15.429,,5.61
1990 12 14 03 21 26.92,Tirreno meridionale,,39.354,15.351,,5.3
1990 12 16 13 50 28.68,Ionio meridionale,105,37.265,15.471,,4.38
1991 03 30 03 04 58.52,Valle del Crati,67,39.399,16.356,5,4.01
1991 04 07 13 08 33.00,Sicilia centro-settentrionale,,37.863,14.537,,4.26
1991 04 18 19 24 03.06,Piana di Metaponto,26,40.415,16.804,,4.13
1991 04 24 13 22 16.11,Sila,48,39.26,16.722,5,4.04
1991 05 05 17 16 55.18,Val d'Agri,27,40.203,15.95,05/06/20,4
1991 05 09 08 57 13.17,Sila Greca,18,39.429,16.587,5,3.54
1991 06 15 20 58 32.56,Golfo di Squillace,,38.799,17.098,,4.2
1991 09 07 05 39 18.55,Stretto di Messina,,37.96,15.51,,4.02
1991 09 25 06 12 39.90,Aspromonte,10,37.982,16.014,04/05/20,3.3
1991 09 25 14 53 44.71,Aspromonte,23,37.973,16.026,5,3.92
1991 10 03 02 40 27.13,Isola di Stromboli,,38.885,15.111,,4.04
1991 12 15 05 52 19.85,Cosentino,51,39.163,16.073,05/06/20,4.26
1991 12 15 20 00 50.00,Etna - Versante meridionale,38,37.743,14.974,05/06/20,4.3
1992 04 06 13 08 32.83,Monti Nebrodi,23,37.851,14.517,5,4.73
1992 04 25 12 46 16.90,Isole Eolie,,38.589,14.93,,5.12
1992 06 13 09 32 13.44,Piana di Gioia,17,38.357,15.831,05/06/20,3.64
1992 06 25 21 27 34.64,Isola di Panarea,,38.638,15.065,,4.07
1992 08 04 21 54 35.68,Tirreno meridionale,,39.475,15.458,,4.36
1992 08 20 00 57 23.47,Ionio settentrionale,,38.84,17.889,,4.01
1992 08 28 13 05 40.24,Tirreno meridionale,,39.641,15.432,,4.53
1992 09 27 11 55 15.73,Sicilia centro-settentrionale,54,37.809,14.588,,4.16
1992 11 24 03 47 59.81,Ionio settentrionale,,38.146,18.007,,4.33
1992 12 20 21 48 18.01,Piana di Gioia,30,38.376,16.059,5,3.82
1993 03 01 12 43 13.04,Tirreno meridionale,27,38.545,14.567,,4.09
1993 05 09 01 28 07.60,Tirreno meridionale,9,39.028,15.952,,4.16
1993 06 14 05 13 05.58,Etna - Ballo (Zafferana E.),46,37.696,15.114,05/06/20,3.5
1993 08 10 01 14 11.45,Golfo di Taranto,79,39.523,17.101,04/05/20,4.45
1993 08 31 00 16 40.64,Tirreno meridionale,,39.962,15.208,,4.16
1993 10 12 20 21 21.27,Etna - Versante nord-occidentale,28,37.821,14.861,4,4.23
1993 11 27 13 26 44.83,Tirreno meridionale,,38.862,14.858,,4.79
1993 12 29 12 45 22.50,Pollino,,39.732,15.994,,4.36
1994 01 05 13 24 11.37,Tirreno meridionale,148,39.163,15.177,,5.82
1994 01 06 12 28 53.85,Tirreno meridionale,,39.612,15.577,,4.07
1994 01 07 18 30 12.46,Golfo di Taranto,26,40.204,17.32,,4.03
1994 03 21 21 41 01.92,Tirreno meridionale,,39.748,15.46,,5.03
1994 03 26 00 41 18.48,Catanzarese,41,38.913,16.775,04/05/20,4.25
1994 07 23 20 57 31.84,Monti Peloritani,,38.172,15.168,,4.71
1994 10 12 04 59 13.98,Tirreno meridionale,32,39.748,15.394,,4.57
1994 11 27 07 26 27.62,Isole Eolie,,38.382,14.845,,4.08
1995 02 10 08 15 45.00,Etna - Versante occidentale,18,37.705,14.969,5,4.31
1995 03 08 08 55 08.58,Ionio meridionale,,37.815,15.552,,4.06
1995 03 22 20 34 12.50,Catanzarese,12,38.922,16.408,05/06/20,3.49
1995 04 17 03 26 17.34,Costa calabra settentrionale,13,39.601,17.08,,4.06
1995 05 15 14 17 41.48,Tirreno meridionale,,39.644,15.441,,4.07
1995 05 29 20 44 23.74,Val d'Agri,103,40.272,16.047,5,4.18
1995 07 23 18 44 22.95,Isole Eolie,58,38.575,14.647,6,4.63
1995 08 08 07 53 44.72,Piana di Sibari,49,39.699,16.517,04/05/20,4.31
1995 08 27 19 42 13.49,Golfo di Patti,55,38.312,15.179,04/05/20,4.11
1996 02 25 01 20 00.36,Capo Vaticano,,38.735,15.791,,4.78
1996 04 27 00 38 26.81,Sila Greca,123,39.493,16.454,06/07/20,4.77
1996 06 05 01 17 41.43,Val d'Agri,10,40.274,15.884,04/05/20,3.3
1996 08 06 22 20 53.33,Valle del Crati,33,39.285,16.179,04/05/20,3.08
1996 12 02 13 01 40.00,Etna - C.da Luminaria (S. Venerina),42,37.685,15.161,6,3.5
1997 03 25 00 46 17.22,Ionio meridionale,22,37.198,15.701,04/05/20,4.49
1997 06 09 14 10 56.89,Vibonese,69,38.604,16.177,6,4.27
1997 07 01 12 15 04.10,Tirreno meridionale,,38.305,14.225,,4.07
1997 07 05 20 18 09.79,Ionio meridionale,,37.749,16.702,,3.8
1997 07 08 08 13 42.92,Valle del Crati,52,39.244,16.4,5,4.04
1997 09 02 10 42 40.72,Etna - Zafferana Etnea,33,37.701,15.101,05/06/20,3.5
1997 09 03 23 15 42.17,Calabria meridionale,83,38.377,16.231,05/06/20,4.38
1997 09 04 00 06 08.67,Calabria meridionale,,38.375,16.231,,4.01
1997 10 02 04 50 13.77,Calabria meridionale,31,38.367,16.243,5,3.98
1997 10 29 12 02 45.00,Etna - Fossa Dell'Acqua (Acireale),22,37.621,15.136,05/06/20,3.15
1997 11 11 07 27 56.00,Etna - S. Maria la Stella (Aci S. Antonio),35,37.639,15.134,05/06/20,3.03
1997 11 11 18 44 13.32,Etna - S. Maria la Stella (Aci S. Antonio),35,37.637,15.137,05/06/20,3.38
1997 12 03 08 28 36.46,Etna - Versante sud-occidentale,6,37.7,14.975,5,3.38
1997 12 24 09 40 07.00,Etna - Versante meridionale,11,37.75,14.965,6,4.08
1998 01 10 08 45 18.00,Etna - Versante sud-occidentale,44,37.747,14.94,06/07/20,3.96
1998 02 08 01 12 35.63,Aspromonte,39,38.133,15.828,5,3.91
1998 05 18 17 19 05.46,Tirreno meridionale,,39.295,15.111,,5.41
1998 05 22 11 54 43.00,Etna - Nicolosi,29,37.608,15.03,6,3.5
1998 07 07 01 59 51.92,Ionio settentrionale,,39.307,17.591,,4.05
1998 07 07 08 22 42.19,Golfo di Taranto,,39.831,17.932,,4.08
1998 08 28 10 41 54.75,Ionio meridionale,,37.566,16.448,,4.46
1998 09 09 06 20 15.23,Appennino lucano,,40.015,15.924,,4.01
1998 09 09 11 28 00.34,Appennino lucano,37,40.06,15.949,06/07/20,5.53
1998 09 23 18 44 02.65,Appennino lucano,,40.007,15.994,,4.02
1998 09 24 19 18 32.65,Appennino lucano,,40.02,15.972,,4.02
1998 11 08 22 33 41.99,Appennino lucano,29,40.049,15.844,05/06/20,3.8
1999 01 16 00 19 41.29,Appennino lucano,24,40.031,15.889,05/06/20,3.95
1999 01 17 19 32 17.43,Ionio settentrionale,,39.172,17.535,,4.62
1999 02 14 11 45 53.99,Golfo di Patti,101,38.226,15.021,6,4.66
1999 03 14 22 01 21.35,Appennino lucano,28,40.001,15.954,5,3.66
1999 04 11 09 49 22.75,Appennino lucano,,40.007,16.042,,4.16
1999 05 02 04 54 19.30,Appennino lucano,24,39.959,15.888,04/05/20,3.65
1999 06 02 10 36 59.97,Tirreno meridionale,,38.564,14.121,,4.16
1999 08 05 14 57 38.40,Etna - Versante sud-occidentale,35,37.673,14.873,6,4
1999 08 30 20 52 44.74,Sicilia centro-orientale,,37.532,14.638,,4.86
1999 09 14 15 47 24.77,Golfo di Policastro,,39.841,15.22,,4.66
1999 09 20 06 56 59.98,Tirreno meridionale,,38.414,15.7,,4.07
1999 10 14 13 23 51.48,Ionio meridionale,,37.317,15.832,,4.36
1999 10 20 22 19 10.37,Ionio meridionale,,37.222,15.957,,4.06
1999 10 23 02 06 00.90,Tirreno meridionale,,38.877,14.675,,4.88
1999 12 01 18 21 35.90,Tirreno meridionale,,39.379,15.629,,4.16
1999 12 26 14 19 49.87,Etna - C.da Ilice Carlino (Milo),43,37.703,15.102,05/06/20,3.27
1999 12 28 04 26 49.14,Crotonese,20,39.308,17.056,04/05/20,3.99
2000 01 11 08 20 53.38,Etna - S. Alfio,39,37.746,15.142,06/07/20,3.38
2000 02 12 20 34 09.02,Golfo di Policastro,,39.807,15.49,,4.26
2000 03 17 03 52 44.05,Calabria meridionale,52,37.953,15.951,5,4.05
2000 03 30 09 32 25.03,Tirreno meridionale,,39.514,15.667,,4.88
2000 04 22 11 13 47.24,Tirreno meridionale,,39.182,15.162,,4.26
2000 05 29 14 25 32.48,Golfo di Patti,34,38.139,15.141,04/05/20,3.66
2000 07 12 08 34 59.66,Tirreno meridionale,,39.452,15.262,,4.07
2000 08 01 07 05 08.11,Capo Vaticano,,38.654,15.887,,4.48
2000 08 03 09 47 21.28,Valle del Crati,55,39.492,16.291,05/06/20,4.02
2000 08 18 11 22 11.68,Ionio meridionale,,36.961,16.275,,4.06
2000 11 05 17 26 27.04,Etna - Versante meridionale,70,37.682,14.953,05/06/20,3.85
2000 11 07 09 23 19.80,Tirreno meridionale,,38.719,14.079,,4.06
2001 01 04 22 20 59.01,Tirreno meridionale,,38.915,14.781,,4.56
2001 01 09 02 51 58.31,Etna - Zafferana Etnea,104,37.7,15.106,6,3.73
2001 04 22 13 56 34.32,Etna - Versante occidentale,55,37.732,14.929,6,4.19
2001 05 03 21 41 35.72,Etna - Ragalna,13,37.635,14.948,6,3.38
