Year Mo Da Ho Mi Se,Epicentral area,NMDP,Lat,Lon,Io,Mw
1996 08 06 22 20 53.33,Valle del Crati,33,39.285,16.179,04/05/20,3.08
1997 07 08 08 13 42.92,Valle del Crati,52,39.244,16.4,5,4.04
1998 04 07 21 36 55.30,Valle dell'Ofanto,45,41.104,15.805,5,4.31
1998 04 26 05 38 05.59,Potentino,67,40.637,15.829,04/05/20,3.76
1998 07 07 01 59 51.92,Ionio settentrionale,,39.307,17.591,,4.05
1998 07 07 08 22 42.19,Golfo di Taranto,,39.831,17.932,,4.08
1998 09 09 06 20 15.23,Appennino lucano,,40.015,15.924,,4.01
1998 09 09 11 28 00.34,Appennino lucano,37,40.06,15.949,06/07/20,5.53
1998 09 22 23 23 38.87,Gargano,,41.792,15.808,,4.32
1998 09 23 18 44 02.65,Appennino lucano,,40.007,15.994,,4.02
1998 09 24 19 18 32.65,Appennino lucano,,40.02,15.972,,4.02
1998 11 08 22 33 41.99,Appennino lucano,29,40.049,15.844,05/06/20,3.8
1999 01 16 00 19 41.29,Appennino lucano,24,40.031,15.889,05/06/20,3.95
1999 01 17 19 32 17.43,Ionio settentrionale,,39.172,17.535,,4.62
1999 03 14 22 01 21.35,Appennino lucano,28,40.001,15.954,5,3.66
1999 04 05 07 51 58.33,Irpinia,57,40.757,15.324,04/05/20,3.99
1999 04 11 09 49 22.75,Appennino lucano,,40.007,16.042,,4.16
1999 05 02 04 54 19.30,Appennino lucano,24,39.959,15.888,04/05/20,3.65
1999 09 14 15 47 24.77,Golfo di Policastro,,39.841,15.22,,4.66
1999 12 01 18 21 35.90,Tirreno meridionale,,39.379,15.629,,4.16
1999 12 28 04 26 49.14,Crotonese,20,39.308,17.056,04/05/20,3.99
2000 02 12 20 34 09.02,Golfo di Policastro,,39.807,15.49,,4.26
2000 03 30 09 32 25.03,Tirreno meridionale,,39.514,15.667,,4.88
2000 08 03 09 47 21.28,Valle del Crati,55,39.492,16.291,05/06/20,4.02
2001 09 23 21 16 56.97,Golfo di Taranto,,39.767,18.001,,4.96
2001 10 18 11 02 46.25,Valle del Crati,115,39.263,16.361,5,4.28
2002 04 05 14 54 15.23,Sila,14,39.232,16.668,4,4.16
2002 04 17 06 42 54.66,Costa calabra settentrionale,66,39.683,16.879,,4.84
2002 04 18 20 56 48.67,Appennino lucano,164,40.584,15.546,5,4.34
2002 04 21 23 39 49.84,Appennino Lucano,31,40.566,15.531,4,3.17
2002 07 08 08 12 01.87,Irpinia,,40.711,15.284,,4.06
2003 12 16 01 11 15.60,Vallo di Diano,,40.335,15.616,,4.16
2004 02 23 19 48 45.19,Appennino lucano,107,40.697,15.43,04/05/20,3.82
2004 02 24 05 21 26.53,Appennino lucano,140,40.719,15.436,5,4.21
2004 03 03 02 13 25.39,Tirreno meridionale,104,39.85,15.235,5,4.55
2004 04 17 05 14 14.53,Golfo di Squillace,126,38.952,16.93,4,4.21
2004 09 03 00 04 12.75,Potentino,156,40.701,15.684,5,4.41
2005 04 23 19 11 41.69,Costa calabra settentrionale,156,39.458,16.826,4,4.15
2006 04 17 02 44 06.43,Costa calabra settentrionale,135,39.613,17.119,04/05/20,4.76
2006 05 29 02 20 06.26,Gargano,384,41.801,15.903,,4.64
2006 06 22 19 34 58.34,Costa calabra settentrionale,161,39.709,16.623,,4.7
2006 09 07 15 31 43.84,Potentino,,40.591,16.162,,4.05
2006 12 10 11 03 41.57,Adriatico centrale,54,42.008,16.281,,4.48
2007 02 22 06 03 04.25,Golfo di Policastro,,39.985,15.558,,4.45
2007 04 26 00 49 36.34,Sila Greca,,39.535,16.367,,4.01
2007 05 25 09 39 46.28,Costa calabra settentrionale,,39.658,16.834,,4.42
2007 08 01 00 07 54.92,Crotonese,,39.003,17.176,,4.41
2007 12 01 07 14 22.45,Appennino lucano,,39.978,15.85,,4.66
2008 01 18 13 01 00.03,Sila,,39.14,16.525,,4.1
2008 03 19 14 38 57.72,Gargano,,41.898,15.858,,4.18
2008 04 08 17 20 01.06,Sila,,39.158,16.525,,4.37
2008 05 30 17 22 49.80,Piana del Sele,,40.573,15.059,,4.36
2008 11 20 14 09 19.51,Ionio settentrionale,,39.263,17.339,,4.51
2009 11 23 02 27 10.99,Tirreno meridionale,,39.672,15.335,,4.47
2010 06 04 18 44 53.56,Adriatico centrale,,42.305,16.611,,4.28
2010 09 17 12 20 17.75,Tavoliere delle Puglie,,41.472,15.623,,4.29
2011 03 25 18 31 31.50,Golfo di Squillace,,38.869,16.973,,4.1
2011 09 11 05 44 56.79,Golfo di Policastro,,39.816,15.48,,4.26
2012 04 01 19 21 25.38,Tirreno meridionale,,39.722,15.774,,4.07
2012 05 28 01 06 26.83,Pollino,,39.869,16.102,,4.48
2012 08 12 01 21 36.80,Gargano,,41.726,16.254,,4.07
2012 10 16 15 10 59.25,Golfo di Policastro,,39.764,15.628,,4.77
2012 10 25 23 05 24.73,Pollino,40,39.874,16.015,6,5.31
2014 04 05 10 24 45.80,Ionio settentrionale,,38.857,17.231,,4.79
2014 06 06 13 41 38.39,Pollino,,39.9,16.091,,4.28
2014 12 14 14 33 27.67,Salerno,,40.456,15.141,,4.34
2014 12 28 21 43 38.10,Cosenza,,39.289,16.358,,4.55
2015 01 02 08 31 34.45,Golfo di Policastro,,39.933,15.481,,3.97
2015 08 02 06 58 06.88,Tirreno meridionale,,39.458,15.673,,4.2
2015 08 03 07 27 49.30,Sila,,39.148,16.489,,4.26
2015 10 16 00 16 24.57,Tirreno meridionale,,39.499,15.627,,4.42
2016 01 06 18 44 45.88,Golfo di Policastro,,39.887,15.537,,4.4
2016 10 29 11 58 04.73,Appennino lucano,,39.95,15.839,,4.42
2017 04 23 04 25 36.26,Gargano,,41.829,15.784,,4.06
2017 08 11 02 38 34.00,Tirreno meridionale,,39.291,15.85,,4.44
2017 10 26 22 38 35.07,Vallo di Diano,,40.313,15.704,,3.97
